iter	Passed	Remaining
500	35681	1388733
501	35736	1388045
502	35801	1387710
503	35875	1387736
504	35945	1387632
505	36044	1388645
506	36131	1389171
507	36199	1388959
508	36265	1388695
509	36342	1388850
510	36415	1388858
511	36503	1389408
512	36580	1389557
513	36670	1390192
514	36768	1391128
515	36853	1391594
516	36929	1391694
517	36998	1391530
518	37085	1392026
519	37159	1392058
520	37223	1391688
521	37292	1391521
522	37362	1391407
523	37454	1392103
524	37520	1391814
525	37580	1391348
526	37647	1391084
527	37713	1390833
528	37767	1390109
529	37847	1390360
530	37917	1390233
531	37996	1390452
532	38075	1390643
533	38160	1391072
534	38213	1390334
535	38289	1390431
536	38366	1390553
537	38442	1390639
538	38506	1390294
539	38573	1390084
540	38645	1390027
541	38707	1389616
542	38792	1390033
543	38848	1389390
544	38920	1389354
545	38972	1388600
546	39047	1388666
547	39114	1388428
548	39177	1388070
549	39244	1387841
550	39321	1387940
551	39385	1387638
552	39454	1387458
553	39517	1387108
554	39584	1386885
555	39655	1386818
556	39736	1387082
557	39809	1387049
558	39886	1387165
559	39971	1387578
560	40040	1387436
561	40119	1387622
562	40195	1387715
563	40267	1387665
564	40336	1387508
565	40424	1388009
566	40489	1387718
567	40554	1387431
568	40619	1387120
569	40693	1387141
570	40762	1387007
571	40849	1387455
572	40914	1387154
573	40997	1387472
574	41060	1387133
575	41131	1387051
576	41204	1387027
577	41271	1386794
578	41330	1386322
579	41409	1386496
580	41482	1386480
581	41539	1385932
582	41601	1385536
583	41682	1385785
584	41751	1385634
585	41823	1385601
586	41895	1385551
587	41966	1385451
588	42049	1385774
589	42111	1385386
590	42201	1385935
591	42266	1385651
592	42345	1385840
593	42430	1386211
594	42506	1386280
595	42578	1386216
596	42630	1385528
597	42700	1385415
598	42769	1385271
599	42830	1384853
600	42882	1384152
601	42957	1384193
602	43023	1383969
603	43095	1383912
604	43185	1384429
605	43243	1383926
606	43311	1383758
607	43391	1383961
608	43460	1383806
609	43535	1383858
610	43596	1383464
611	43664	1383267
612	43730	1383040
613	43800	1382922
614	43889	1383407
615	43958	1383256
616	44029	1383168
617	44121	1383761
618	44220	1384562
619	44301	1384768
620	44374	1384747
621	44442	1384584
622	44508	1384322
623	44584	1384419
624	44647	1384060
625	44709	1383722
626	44761	1383039
627	44874	1384250
628	44936	1383894
629	45003	1383692
630	45069	1383435
631	45148	1383594
632	45219	1383521
633	45281	1383153
634	45341	1382732
635	45406	1382457
636	45474	1382302
637	45539	1382025
638	45619	1382229
639	45709	1382711
640	45784	1382743
641	45853	1382590
642	45907	1382022
643	45988	1382239
644	46050	1381871
645	46127	1381960
646	46197	1381850
647	46278	1382083
648	46344	1381829
649	46404	1381437
650	46491	1381812
651	46564	1381790
652	46636	1381747
653	46718	1381979
654	46799	1382188
655	46870	1382116
656	46965	1382728
657	47048	1383009
658	47129	1383194
659	47207	1383328
660	47275	1383135
661	47371	1383791
662	47431	1383386
663	47507	1383446
664	47596	1383881
665	47663	1383665
666	47736	1383651
667	47807	1383562
668	47887	1383716
669	47944	1383234
670	48010	1383005
671	48083	1382968
672	48143	1382565
673	48209	1382348
674	48276	1382138
675	48340	1381847
676	48426	1382183
677	48515	1382622
678	48569	1382056
679	48638	1381918
680	48709	1381807
681	48784	1381849
682	48842	1381395
683	48896	1380836
684	48980	1381095
685	49055	1381140
686	49130	1381173
687	49175	1380347
688	49245	1380241
689	49317	1380164
690	49396	1380308
691	49477	1380501
692	49539	1380179
693	49607	1380010
694	49664	1379518
695	49727	1379218
696	49803	1379265
697	49885	1379509
698	49952	1379300
699	50028	1379367
700	50115	1379717
701	50178	1379420
702	50247	1379276
703	50312	1379018
704	50382	1378920
705	50459	1378986
706	50529	1378888
707	50606	1378960
708	50674	1378784
709	50735	1378436
710	50799	1378155
711	50888	1378555
712	50948	1378188
713	51015	1377990
714	51084	1377858
715	51168	1378119
716	51239	1378024
717	51306	1377836
718	51380	1377837
719	51454	1377824
720	51515	1377478
721	51587	1377441
722	51662	1377456
723	51741	1377572
724	51811	1377470
725	51887	1377518
726	51948	1377173
727	52016	1376997
728	52074	1376583
729	52144	1376462
730	52233	1376862
731	52299	1376649
732	52362	1376348
733	52416	1375825
734	52485	1375688
735	52558	1375654
736	52629	1375576
737	52689	1375206
738	52755	1375008
739	52819	1374740
740	52889	1374634
741	52969	1374782
742	53044	1374811
743	53133	1375191
744	53200	1375002
745	53270	1374902
746	53347	1374970
747	53431	1375230
748	53504	1375186
749	53561	1374754
750	53631	1374635
751	53697	1374416
752	53774	1374506
753	53845	1374407
754	53904	1374037
755	53982	1374133
756	54043	1373781
757	54111	1373621
758	54193	1373833
759	54258	1373594
760	54322	1373336
761	54396	1373320
762	54481	1373607
763	54553	1373539
764	54609	1373088
765	54672	1372820
766	54731	1372424
767	54815	1372678
768	54870	1372199
769	54951	1372350
770	55015	1372110
771	55076	1371781
772	55151	1371803
773	55236	1372069
774	55325	1372440
775	55389	1372165
776	55468	1372283
777	55524	1371845
778	55580	1371386
779	55659	1371503
780	55726	1371337
781	55803	1371386
782	55871	1371245
783	55951	1371385
784	56016	1371154
785	56082	1370941
786	56150	1370790
787	56234	1371042
788	56312	1371117
789	56379	1370943
790	56456	1371016
791	56535	1371130
792	56626	1371543
793	56687	1371213
794	56791	1371926
795	56856	1371687
796	56920	1371440
797	57008	1371769
798	57146	1373308
799	57227	1373467
800	57314	1373754
801	57398	1373975
802	57459	1373661
803	57543	1373897
804	57629	1374170
805	57698	1374019
806	57758	1373668
807	57821	1373399
808	57901	1373543
809	57977	1373568
810	58060	1373769
811	58144	1373984
812	58205	1373673
813	58271	1373461
814	58352	1373622
815	58447	1374083
816	58534	1374387
817	58600	1374178
818	58690	1374535
819	58774	1374752
820	58851	1374807
821	58943	1375205
822	59014	1375105
823	59081	1374945
824	59164	1375135
825	59248	1375333
826	59334	1375590
827	59397	1375317
828	59469	1375250
829	59546	1375306
830	59633	1375593
831	59704	1375492
832	59766	1375201
833	59827	1374888
834	59899	1374810
835	59963	1374565
836	60037	1374541
837	60111	1374523
838	60175	1374287
839	60236	1373970
840	60318	1374139
841	60389	1374045
842	60462	1373992
843	60532	1373896
844	60618	1374145
845	60687	1374005
846	60754	1373836
847	60817	1373559
848	60890	1373510
849	60958	1373358
850	61030	1373300
851	61100	1373174
852	61177	1373223
853	61246	1373088
854	61329	1373273
855	61411	1373426
856	61489	1373515
857	61559	1373397
858	61648	1373699
859	61712	1373461
860	61782	1373357
861	61838	1372939
862	61910	1372858
863	61993	1373049
864	62086	1373429
865	62158	1373366
866	62235	1373418
867	62312	1373463
868	62380	1373308
869	62454	1373290
870	62524	1373175
871	62598	1373144
872	62673	1373145
873	62736	1372883
874	62792	1372458
875	62865	1372410
876	62940	1372416
877	62999	1372062
878	63074	1372060
879	63144	1371960
880	63220	1371971
881	63302	1372130
882	63382	1372232
883	63454	1372167
884	63523	1372040
885	63582	1371693
886	63661	1371781
887	63728	1371599
888	63790	1371326
889	63853	1371046
890	63915	1370783
891	63996	1370902
892	64077	1371028
893	64173	1371467
894	64246	1371421
895	64325	1371513
896	64402	1371553
897	64469	1371386
898	64538	1371252
899	64609	1371161
900	64678	1371029
901	64758	1371123
902	64856	1371600
903	64914	1371241
904	64990	1371266
905	65073	1371425
906	65146	1371388
907	65231	1371585
908	65313	1371719
909	65388	1371721
910	65459	1371631
911	65523	1371385
912	65591	1371240
913	65670	1371321
914	65732	1371036
915	65802	1370942
916	65861	1370598
917	65949	1370866
918	66010	1370563
919	66076	1370364
920	66157	1370480
921	66221	1370252
922	66285	1370025
923	66357	1369945
924	66435	1370014
925	66506	1369910
926	66575	1369796
927	66642	1369613
928	66712	1369512
929	66800	1369778
930	66886	1369990
931	66948	1369723
932	67009	1369429
933	67092	1369585
934	67170	1369627
935	67242	1369567
936	67318	1369573
937	67383	1369369
938	67446	1369110
939	67517	1369025
940	67587	1368906
941	67659	1368851
942	67737	1368903
943	67820	1369047
944	67892	1368982
945	67965	1368935
946	68039	1368917
947	68105	1368728
948	68182	1368760
949	68262	1368844
950	68335	1368801
951	68385	1368287
952	68448	1368041
953	68508	1367730
954	68584	1367731
955	68656	1367671
956	68720	1367442
957	68804	1367616
958	68870	1367424
959	68943	1367378
960	69015	1367317
961	69087	1367236
962	69143	1366860
963	69219	1366875
964	69286	1366697
965	69364	1366750
966	69424	1366443
967	69499	1366432
968	69582	1366592
969	69644	1366330
970	69719	1366316
971	69792	1366268
972	69851	1365952
973	69917	1365758
974	69989	1365695
975	70074	1365880
976	70152	1365926
977	70211	1365615
978	70276	1365408
979	70357	1365517
980	70425	1365372
981	70493	1365220
982	70550	1364867
983	70619	1364730
984	70689	1364639
985	70749	1364323
986	70810	1364058
987	70890	1364133
988	70964	1364111
989	71047	1364260
990	71130	1364395
991	71191	1364119
992	71250	1363812
993	71330	1363883
994	71403	1363841
995	71464	1363559
996	71536	1363503
997	71581	1362921
998	71639	1362589
999	71714	1362574
1000	71791	1362606
1001	71870	1362679
1002	71944	1362633
1003	72038	1362987
1004	72105	1362833
1005	72191	1363018
1006	72268	1363057
1007	72348	1363128
1008	72413	1362946
1009	72494	1363033
1010	72567	1362987
1011	72635	1362844
1012	72714	1362913
1013	72786	1362849
1014	72867	1362948
1015	72944	1362973
1016	73014	1362872
1017	73092	1362906
1018	73169	1362939
1019	73240	1362852
1020	73317	1362868
1021	73391	1362849
1022	73450	1362535
1023	73532	1362642
1024	73596	1362427
1025	73662	1362255
1026	73756	1362585
1027	73854	1363000
1028	73960	1363567
1029	74037	1363581
1030	74107	1363473
1031	74194	1363682
1032	74249	1363308
1033	74325	1363305
1034	74408	1363436
1035	74480	1363371
1036	74545	1363177
1037	74616	1363079
1038	74710	1363410
1039	74777	1363243
1040	74857	1363330
1041	74936	1363383
1042	75018	1363490
1043	75092	1363458
1044	75176	1363613
1045	75261	1363774
1046	75319	1363445
1047	75392	1363394
1048	75493	1363840
1049	75569	1363842
1050	75646	1363860
1051	75722	1363862
1052	75794	1363794
1053	75846	1363370
1054	75912	1363182
1055	75971	1362878
1056	76037	1362710
1057	76115	1362747
1058	76192	1362757
1059	76272	1362832
1060	76355	1362951
1061	76432	1362974
1062	76513	1363059
1063	76579	1362877
1064	76673	1363206
1065	76752	1363261
1066	76831	1363314
1067	76900	1363183
1068	76985	1363350
1069	77055	1363232
1070	77147	1363516
1071	77221	1363477
1072	77295	1363442
1073	77354	1363142
1074	77421	1362980
1075	77491	1362879
1076	77564	1362815
1077	77628	1362608
1078	77705	1362610
1079	77772	1362467
1080	77844	1362385
1081	77930	1362556
1082	77989	1362262
1083	78055	1362086
1084	78127	1362004
1085	78202	1361982
1086	78265	1361763
1087	78337	1361698
1088	78408	1361607
1089	78492	1361743
1090	78563	1361647
1091	78656	1361932
1092	78744	1362139
1093	78808	1361936
1094	78877	1361804
1095	78954	1361813
1096	79019	1361628
1097	79100	1361704
1098	79161	1361456
1099	79224	1361216
1100	79315	1361476
1101	79403	1361672
1102	79481	1361701
1103	79545	1361490
1104	79607	1361249
1105	79679	1361182
1106	79753	1361134
1107	79827	1361096
1108	79932	1361585
1109	80014	1361690
1110	80088	1361645
1111	80137	1361185
1112	80221	1361319
1113	80302	1361396
1114	80384	1361482
1115	80475	1361729
1116	80565	1361962
1117	80642	1361972
1118	80695	1361591
1119	80767	1361509
1120	80842	1361486
1121	80906	1361283
1122	80983	1361283
1123	81075	1361543
1124	81152	1361563
1125	81220	1361418
1126	81305	1361553
1127	81389	1361694
1128	81477	1361878
1129	81544	1361728
1130	81601	1361390
1131	81677	1361380
1132	81747	1361272
1133	81820	1361218
1134	81900	1361274
1135	81976	1361276
1136	82048	1361194
1137	82113	1361002
1138	82187	1360972
1139	82257	1360851
1140	82338	1360924
1141	82416	1360957
1142	82479	1360725
1143	82558	1360770
1144	82633	1360751
1145	82706	1360683
1146	82772	1360521
1147	82855	1360616
1148	82908	1360239
1149	82984	1360221
1150	83043	1359932
1151	83113	1359830
1152	83175	1359592
1153	83229	1359221
1154	83306	1359228
1155	83395	1359431
1156	83468	1359370
1157	83536	1359231
1158	83614	1359256
1159	83675	1359006
1160	83731	1358666
1161	83801	1358565
1162	83869	1358427
1163	83935	1358256
1164	84023	1358446
1165	84091	1358305
1166	84162	1358207
1167	84220	1357912
1168	84311	1358149
1169	84391	1358196
1170	84458	1358045
1171	84530	1357970
1172	84612	1358055
1173	84685	1357998
1174	84763	1358011
1175	84840	1358026
1176	84926	1358174
1177	84999	1358118
1178	85060	1357862
1179	85129	1357744
1180	85206	1357751
1181	85281	1357717
1182	85373	1357963
1183	85444	1357868
1184	85523	1357905
1185	85580	1357604
1186	85656	1357579
1187	85705	1357152
1188	85782	1357158
1189	85840	1356850
1190	85898	1356555
1191	85967	1356436
1192	86052	1356574
1193	86127	1356542
1194	86196	1356426
1195	86258	1356190
1196	86344	1356331
1197	86424	1356382
1198	86505	1356458
1199	86579	1356414
1200	86654	1356381
1201	86736	1356471
1202	86818	1356555
1203	86916	1356873
1204	86984	1356748
1205	87075	1356963
1206	87147	1356881
1207	87225	1356907
1208	87304	1356931
1209	87380	1356921
1210	87449	1356808
1211	87539	1357005
1212	87602	1356788
1213	87691	1356982
1214	87792	1357347
1215	87861	1357226
1216	87921	1356963
1217	87989	1356828
1218	88045	1356509
1219	88128	1356601
1220	88206	1356619
1221	88266	1356362
1222	88346	1356397
1223	88432	1356537
1224	88499	1356387
1225	88562	1356182
1226	88658	1356466
1227	88726	1356338
1228	88799	1356265
1229	88893	1356524
1230	88943	1356120
1231	89024	1356176
1232	89095	1356086
1233	89151	1355761
1234	89213	1355546
1235	89282	1355414
1236	89350	1355287
1237	89429	1355318
1238	89493	1355107
1239	89565	1355043
1240	89634	1354912
1241	89727	1355152
1242	89815	1355331
1243	89899	1355434
1244	89992	1355665
1245	90064	1355591
1246	90125	1355358
1247	90228	1355743
1248	90306	1355760
1249	90359	1355390
1250	90427	1355257
1251	90499	1355185
1252	90591	1355409
1253	90651	1355151
1254	90728	1355147
1255	90801	1355087
1256	90871	1354976
1257	90939	1354836
1258	91013	1354791
1259	91087	1354740
1260	91144	1354444
1261	91220	1354424
1262	91300	1354474
1263	91378	1354480
1264	91446	1354349
1265	91528	1354417
1266	91608	1354466
1267	91687	1354492
1268	91772	1354605
1269	91846	1354561
1270	91935	1354721
1271	91999	1354536
1272	92082	1354621
1273	92170	1354780
1274	92245	1354746
1275	92318	1354679
1276	92398	1354716
1277	92483	1354826
1278	92561	1354837
1279	92629	1354707
1280	92706	1354702
1281	92777	1354610
1282	92856	1354626
1283	92930	1354592
1284	93015	1354702
1285	93080	1354515
1286	93151	1354421
1287	93209	1354141
1288	93292	1354226
1289	93366	1354175
1290	93437	1354084
1291	93510	1354017
1292	93569	1353755
1293	93629	1353507
1294	93703	1353461
1295	93772	1353339
1296	93837	1353151
1297	93909	1353073
1298	93981	1352997
1299	94043	1352776
1300	94113	1352670
1301	94180	1352524
1302	94250	1352419
1303	94326	1352405
1304	94419	1352629
1305	94482	1352418
1306	94552	1352309
1307	94629	1352309
1308	94702	1352244
1309	94769	1352098
1310	94831	1351878
1311	94899	1351734
1312	94955	1351440
1313	95021	1351276
1314	95083	1351049
1315	95140	1350757
1316	95213	1350708
1317	95304	1350898
1318	95383	1350922
1319	95462	1350938
1320	95511	1350541
1321	95582	1350453
1322	95649	1350295
1323	95733	1350395
1324	95808	1350355
1325	95886	1350365
1326	95962	1350338
1327	96032	1350238
1328	96102	1350137
1329	96187	1350240
1330	96256	1350122
1331	96322	1349959
1332	96381	1349704
1333	96457	1349678
1334	96533	1349656
1335	96603	1349558
1336	96687	1349650
1337	96785	1349939
1338	96848	1349730
1339	96921	1349666
1340	96991	1349567
1341	97054	1349364
1342	97112	1349090
1343	97175	1348890
1344	97256	1348938
1345	97330	1348891
1346	97399	1348772
1347	97468	1348648
1348	97536	1348521
1349	97605	1348406
1350	97664	1348143
1351	97713	1347757
1352	97787	1347698
1353	97871	1347795
1354	97941	1347690
1355	98019	1347701
1356	98092	1347633
1357	98161	1347522
1358	98243	1347572
1359	98319	1347549
1360	98398	1347580
1361	98466	1347445
1362	98537	1347351
1363	98631	1347571
1364	98699	1347443
1365	98774	1347408
1366	98843	1347292
1367	98921	1347293
1368	98998	1347287
1369	99062	1347101
1370	99150	1347239
1371	99217	1347095
1372	99286	1346988
1373	99354	1346857
1374	99422	1346726
1375	99480	1346457
1376	99566	1346563
1377	99654	1346707
1378	99739	1346810
1379	99814	1346769
1380	99895	1346822
1381	99966	1346723
1382	100040	1346675
1383	100110	1346573
1384	100183	1346516
1385	100267	1346600
1386	100340	1346527
1387	100404	1346348
1388	100480	1346318
1389	100546	1346160
1390	100611	1345992
1391	100680	1345880
1392	100765	1345979
1393	100831	1345811
1394	100906	1345785
1395	100973	1345642
1396	101054	1345684
1397	101135	1345725
1398	101221	1345833
1399	101303	1345889
1400	101358	1345584
1401	101430	1345510
1402	101490	1345276
1403	101574	1345354
1404	101649	1345324
1405	101734	1345412
1406	101808	1345364
1407	101889	1345398
1408	101970	1345450
1409	102037	1345299
1410	102103	1345142
1411	102173	1345047
1412	102257	1345120
1413	102354	1345379
1414	102436	1345431
1415	102512	1345402
1416	102585	1345344
1417	102650	1345168
1418	102728	1345174
1419	102798	1345064
1420	102868	1344967
1421	102938	1344858
1422	103017	1344870
1423	103100	1344938
1424	103188	1345072
1425	103258	1344964
1426	103322	1344786
1427	103398	1344765
1428	103480	1344813
1429	103568	1344938
1430	103633	1344770
1431	103697	1344593
1432	103755	1344332
1433	103821	1344181
1434	103907	1344285
1435	103974	1344140
1436	104062	1344268
1437	104119	1344000
1438	104197	1343989
1439	104279	1344046
1440	104362	1344106
1441	104429	1343963
1442	104502	1343899
1443	104583	1343943
1444	104665	1343990
1445	104712	1343590
1446	104794	1343649
1447	104869	1343604
1448	104965	1343837
1449	105030	1343661
1450	105102	1343585
1451	105182	1343616
1452	105243	1343395
1453	105311	1343269
1454	105384	1343195
1455	105466	1343244
1456	105533	1343113
1457	105610	1343088
1458	105690	1343119
1459	105758	1342986
1460	105831	1342920
1461	105893	1342715
1462	105972	1342733
1463	106054	1342776
1464	106143	1342915
1465	106218	1342871
1466	106305	1342982
1467	106393	1343110
1468	106458	1342939
1469	106522	1342768
1470	106611	1342901
1471	106693	1342940
1472	106751	1342693
1473	106812	1342475
1474	106886	1342423
1475	106965	1342434
1476	107047	1342474
1477	107114	1342340
1478	107174	1342109
1479	107247	1342045
1480	107312	1341882
1481	107394	1341928
1482	107473	1341938
1483	107562	1342071
1484	107640	1342060
1485	107721	1342095
1486	107806	1342175
1487	107881	1342137
1488	107977	1342353
1489	108059	1342405
1490	108126	1342266
1491	108187	1342041
1492	108275	1342166
1493	108354	1342175
1494	108433	1342187
1495	108511	1342173
1496	108591	1342202
1497	108662	1342110
