iter	Passed	Remaining
1498	108726	1341923
1499	108813	1342032
1500	108898	1342114
1501	108979	1342140
1502	109055	1342113
1503	109119	1341934
1504	109192	1341866
1505	109278	1341964
1506	109339	1341748
1507	109407	1341620
1508	109473	1341467
1509	109535	1341267
1510	109605	1341163
1511	109677	1341079
1512	109743	1340927
1513	109819	1340898
1514	109905	1340997
1515	109978	1340928
1516	110047	1340813
1517	110127	1340824
1518	110182	1340538
1519	110247	1340376
1520	110316	1340264
1521	110396	1340274
1522	110468	1340202
1523	110527	1339963
1524	110598	1339876
1525	110673	1339832
1526	110740	1339688
1527	110799	1339453
1528	110875	1339423
1529	110951	1339392
1530	111026	1339356
1531	111100	1339297
1532	111177	1339275
1533	111248	1339183
1534	111318	1339079
1535	111380	1338891
1536	111458	1338875
1537	111558	1339138
1538	111640	1339183
1539	111704	1339007
1540	111774	1338899
1541	111851	1338883
1542	111913	1338676
1543	111989	1338654
1544	112049	1338433
1545	112126	1338413
1546	112203	1338396
1547	112279	1338362
1548	112365	1338450
1549	112440	1338399
1550	112507	1338266
1551	112589	1338306
1552	112672	1338363
1553	112757	1338437
1554	112807	1338095
1555	112872	1337930
1556	112950	1337920
1557	113017	1337787
1558	113101	1337845
1559	113179	1337842
1560	113256	1337817
1561	113328	1337742
1562	113402	1337687
1563	113467	1337525
1564	113542	1337476
1565	113612	1337381
1566	113693	1337400
1567	113761	1337276
1568	113829	1337157
1569	113894	1336995
1570	113980	1337081
1571	114058	1337064
1572	114124	1336919
1573	114192	1336795
1574	114259	1336660
1575	114313	1336365
1576	114400	1336461
1577	114477	1336436
1578	114550	1336371
1579	114624	1336321
1580	114703	1336318
1581	114770	1336186
1582	114849	1336183
1583	114923	1336131
1584	115004	1336160
1585	115075	1336069
1586	115159	1336120
1587	115225	1335976
1588	115302	1335957
1589	115363	1335749
1590	115450	1335842
1591	115506	1335579
1592	115579	1335517
1593	115650	1335427
1594	115719	1335302
1595	115804	1335378
1596	115880	1335345
1597	115953	1335280
1598	116038	1335348
1599	116118	1335361
1600	116197	1335369
1601	116279	1335395
1602	116349	1335299
1603	116414	1335135
1604	116496	1335168
1605	116573	1335148
1606	116636	1334971
1607	116714	1334959
1608	116789	1334915
1609	116866	1334894
1610	116934	1334765
1611	117001	1334627
1612	117079	1334622
1613	117153	1334567
1614	117232	1334560
1615	117312	1334574
1616	117390	1334569
1617	117465	1334516
1618	117562	1334723
1619	117644	1334762
1620	117719	1334709
1621	117805	1334790
1622	117884	1334794
1623	117953	1334677
1624	118025	1334597
1625	118106	1334613
1626	118181	1334575
1627	118243	1334379
1628	118315	1334299
1629	118407	1334449
1630	118477	1334344
1631	118565	1334444
1632	118634	1334329
1633	118712	1334319
1634	118783	1334225
1635	118841	1333990
1636	118910	1333870
1637	118988	1333866
1638	119070	1333892
1639	119140	1333795
1640	119217	1333764
1641	119286	1333658
1642	119345	1333434
1643	119402	1333187
1644	119469	1333046
1645	119530	1332844
1646	119591	1332646
1647	119672	1332664
1648	119755	1332701
1649	119833	1332695
1650	119896	1332511
1651	119967	1332425
1652	120031	1332257
1653	120091	1332039
1654	120175	1332096
1655	120239	1331926
1656	120317	1331911
1657	120389	1331840
1658	120467	1331825
1659	120550	1331868
1660	120657	1332174
1661	120767	1332512
1662	120863	1332701
1663	120949	1332775
1664	121031	1332799
1665	121093	1332604
1666	121164	1332517
1667	121231	1332386
1668	121335	1332650
1669	121427	1332792
1670	121502	1332749
1671	121593	1332879
1672	121659	1332727
1673	121758	1332939
1674	121819	1332737
1675	121887	1332622
1676	121936	1332288
1677	122016	1332292
1678	122066	1331969
1679	122141	1331922
1680	122198	1331676
1681	122273	1331632
1682	122355	1331658
1683	122420	1331505
1684	122489	1331387
1685	122545	1331137
1686	122641	1331319
1687	122721	1331328
1688	122789	1331203
1689	122874	1331258
1690	122965	1331391
1691	123034	1331273
1692	123108	1331212
1693	123196	1331304
1694	123266	1331200
1695	123338	1331128
1696	123433	1331294
1697	123517	1331338
1698	123592	1331289
1699	123734	1331965
1700	123829	1332127
1701	123886	1331888
1702	123950	1331722
1703	124017	1331586
1704	124100	1331626
1705	124173	1331550
1706	124254	1331568
1707	124348	1331718
1708	124428	1331723
1709	124513	1331785
1710	124596	1331820
1711	124670	1331762
1712	124740	1331661
1713	124807	1331518
1714	124861	1331246
1715	124926	1331091
1716	124989	1330919
1717	125065	1330874
1718	125114	1330554
1719	125178	1330390
1720	125244	1330241
1721	125288	1329866
1722	125361	1329789
1723	125426	1329640
1724	125504	1329618
1725	125560	1329369
1726	125650	1329480
1727	125745	1329641
1728	125804	1329420
1729	125889	1329476
1730	125960	1329390
1731	126029	1329274
1732	126106	1329248
1733	126182	1329205
1734	126251	1329094
1735	126322	1329003
1736	126395	1328940
1737	126459	1328771
1738	126542	1328806
1739	126604	1328618
1740	126685	1328631
1741	126768	1328664
1742	126835	1328533
1743	126901	1328391
1744	126980	1328379
1745	127054	1328318
1746	127122	1328199
1747	127174	1327909
1748	127245	1327823
1749	127332	1327898
1750	127405	1327823
1751	127484	1327823
1752	127572	1327906
1753	127635	1327727
1754	127713	1327708
1755	127777	1327545
1756	127856	1327543
1757	127918	1327359
1758	127968	1327048
1759	128063	1327202
1760	128139	1327163
1761	128211	1327080
1762	128268	1326842
1763	128332	1326680
1764	128393	1326489
1765	128457	1326327
1766	128524	1326196
1767	128602	1326179
1768	128679	1326146
1769	128751	1326068
1770	128820	1325952
1771	128901	1325969
1772	128984	1326002
1773	129038	1325732
1774	129128	1325840
1775	129200	1325764
1776	129262	1325576
1777	129321	1325365
1778	129387	1325218
1779	129449	1325038
1780	129518	1324928
1781	129580	1324748
1782	129660	1324744
1783	129732	1324665
1784	129802	1324563
1785	129873	1324476
1786	129938	1324327
1787	130032	1324470
1788	130110	1324450
1789	130204	1324597
1790	130292	1324675
1791	130362	1324580
1792	130432	1324471
1793	130498	1324331
1794	130549	1324039
1795	130620	1323952
1796	130700	1323954
1797	130775	1323903
1798	130844	1323795
1799	130914	1323689
1800	130996	1323707
1801	131079	1323746
1802	131156	1323715
1803	131244	1323793
1804	131309	1323645
1805	131384	1323589
1806	131457	1323526
1807	131525	1323401
1808	131600	1323348
1809	131663	1323177
1810	131741	1323165
1811	131828	1323228
1812	131907	1323218
1813	131980	1323149
1814	132069	1323238
1815	132134	1323088
1816	132213	1323084
1817	132286	1323010
1818	132363	1322977
1819	132435	1322896
1820	132518	1322926
1821	132574	1322684
1822	132646	1322609
1823	132712	1322467
1824	132772	1322273
1825	132838	1322130
1826	132907	1322015
1827	132979	1321933
1828	133048	1321828
1829	133124	1321788
1830	133209	1321839
1831	133298	1321921
1832	133372	1321869
1833	133425	1321599
1834	133496	1321509
1835	133567	1321416
1836	133634	1321283
1837	133699	1321138
1838	133752	1320865
1839	133813	1320685
1840	133909	1320836
1841	133988	1320830
1842	134075	1320894
1843	134160	1320941
1844	134257	1321104
1845	134337	1321106
1846	134406	1320999
1847	134492	1321054
1848	134575	1321081
1849	134632	1320852
1850	134714	1320873
1851	134775	1320688
1852	134851	1320637
1853	134911	1320448
1854	134982	1320353
1855	135063	1320361
1856	135141	1320336
1857	135219	1320320
1858	135285	1320177
1859	135351	1320039
1860	135417	1319901
1861	135491	1319842
1862	135564	1319767
1863	135649	1319821
1864	135712	1319648
1865	135787	1319601
1866	135889	1319804
1867	135950	1319618
1868	136007	1319394
1869	136082	1319341
1870	136146	1319183
1871	136217	1319100
1872	136295	1319076
1873	136378	1319098
1874	136450	1319026
1875	136525	1318970
1876	136606	1318979
1877	136678	1318898
1878	136737	1318692
1879	136805	1318572
1880	136886	1318582
1881	136960	1318517
1882	137037	1318485
1883	137107	1318381
1884	137162	1318145
1885	137244	1318161
1886	137321	1318125
1887	137402	1318130
1888	137465	1317970
1889	137547	1317979
1890	137602	1317737
1891	137676	1317679
1892	137760	1317708
1893	137838	1317687
1894	137932	1317820
1895	137996	1317658
1896	138070	1317601
1897	138144	1317544
1898	138221	1317508
1899	138301	1317499
1900	138367	1317361
1901	138449	1317380
1902	138509	1317191
1903	138572	1317021
1904	138632	1316823
1905	138730	1316997
1906	138810	1316989
1907	138890	1316980
1908	138960	1316886
1909	139036	1316840
1910	139100	1316685
1911	139182	1316698
1912	139265	1316721
1913	139341	1316685
1914	139416	1316632
1915	139504	1316700
1916	139555	1316420
1917	139617	1316249
1918	139696	1316230
1919	139760	1316077
1920	139821	1315892
1921	139897	1315847
1922	139960	1315683
1923	140047	1315748
1924	140115	1315628
1925	140183	1315515
1926	140268	1315554
1927	140330	1315379
1928	140417	1315441
1929	140483	1315307
1930	140552	1315191
1931	140632	1315192
1932	140714	1315203
1933	140807	1315319
1934	140874	1315189
1935	140936	1315019
1936	141005	1314912
1937	141093	1314975
1938	141171	1314950
1939	141240	1314843
1940	141315	1314798
1941	141400	1314833
1942	141495	1314972
1943	141578	1314991
1944	141652	1314924
1945	141726	1314862
1946	141819	1314976
1947	141881	1314809
1948	141949	1314691
1949	142019	1314588
1950	142110	1314683
1951	142174	1314535
1952	142224	1314247
1953	142299	1314197
1954	142358	1313994
1955	142437	1313981
1956	142509	1313900
1957	142566	1313677
1958	142638	1313598
1959	142701	1313437
1960	142770	1313324
1961	142843	1313260
1962	142920	1313222
1963	142978	1313015
1964	143041	1312847
1965	143141	1313031
1966	143217	1312985
1967	143295	1312957
1968	143374	1312939
1969	143444	1312844
1970	143519	1312794
1971	143593	1312726
1972	143663	1312634
1973	143725	1312463
1974	143814	1312538
1975	143882	1312416
1976	143953	1312329
1977	144011	1312123
1978	144083	1312041
1979	144148	1311898
1980	144208	1311703
1981	144266	1311504
1982	144344	1311474
1983	144420	1311433
1984	144514	1311552
1985	144574	1311359
1986	144652	1311338
1987	144742	1311423
1988	144821	1311398
1989	144929	1311647
1990	145029	1311822
1991	145105	1311779
1992	145177	1311696
1993	145265	1311762
1994	145339	1311695
1995	145391	1311434
1996	145460	1311328
1997	145543	1311346
1998	145626	1311366
1999	145712	1311408
2000	145765	1311164
2001	145853	1311222
2002	145925	1311144
2003	145983	1310936
2004	146052	1310826
2005	146108	1310607
2006	146194	1310648
2007	146269	1310601
2008	146363	1310712
2009	146445	1310723
2010	146505	1310539
2011	146572	1310414
2012	146646	1310343
2013	146714	1310230
2014	146806	1310327
2015	146873	1310200
2016	146953	1310192
2017	147014	1310018
2018	147093	1309997
2019	147166	1309931
2020	147246	1309919
2021	147311	1309775
2022	147389	1309748
2023	147467	1309720
2024	147528	1309542
2025	147600	1309458
2026	147688	1309521
2027	147778	1309607
2028	147845	1309481
2029	147921	1309435
2030	147994	1309362
2031	148066	1309284
2032	148151	1309312
2033	148208	1309101
2034	148275	1308974
2035	148339	1308828
2036	148412	1308756
2037	148478	1308623
2038	148537	1308430
2039	148615	1308398
2040	148672	1308190
2041	148742	1308089
2042	148806	1307940
2043	148879	1307864
2044	148950	1307778
2045	149023	1307703
2046	149091	1307592
2047	149166	1307538
2048	149231	1307397
2049	149298	1307276
2050	149370	1307193
2051	149439	1307088
2052	149506	1306963
2053	149583	1306925
2054	149655	1306849
2055	149719	1306697
2056	149780	1306518
2057	149838	1306318
2058	149926	1306379
2059	150001	1306322
2060	150072	1306233
2061	150148	1306186
2062	150221	1306119
2063	150309	1306178
2064	150377	1306061
2065	150447	1305969
2066	150516	1305855
2067	150587	1305767
2068	150664	1305736
2069	150743	1305718
2070	150818	1305658
2071	150910	1305752
2072	150997	1305800
2073	151066	1305694
2074	151151	1305733
2075	151224	1305659
2076	151293	1305553
2077	151373	1305542
2078	151459	1305578
2079	151532	1305514
2080	151587	1305282
2081	151662	1305226
2082	151727	1305093
2083	151817	1305161
2084	151881	1305016
2085	151950	1304909
2086	152040	1304982
2087	152110	1304885
2088	152172	1304721
2089	152259	1304771
2090	152346	1304818
2091	152416	1304717
2092	152489	1304650
2093	152564	1304593
2094	152658	1304705
2095	152726	1304590
2096	152783	1304380
2097	152859	1304337
2098	152941	1304336
2099	153010	1304232
2100	153076	1304103
2101	153132	1303885
2102	153198	1303755
2103	153265	1303629
2104	153340	1303574
2105	153432	1303670
2106	153507	1303614
2107	153580	1303538
2108	153673	1303637
2109	153742	1303529
2110	153804	1303368
2111	153882	1303334
2112	153934	1303089
2113	154010	1303042
2114	154096	1303077
2115	154153	1302872
2116	154234	1302868
2117	154303	1302762
2118	154378	1302708
2119	154450	1302633
2120	154518	1302514
2121	154588	1302421
2122	154664	1302371
2123	154742	1302339
2124	154819	1302308
2125	154894	1302250
2126	154971	1302213
2127	155052	1302210
2128	155124	1302127
2129	155204	1302117
2130	155275	1302025
2131	155332	1301823
2132	155411	1301796
2133	155474	1301642
2134	155542	1301529
2135	155616	1301468
2136	155685	1301365
2137	155754	1301254
2138	155836	1301262
2139	155912	1301211
2140	156000	1301269
2141	156069	1301165
2142	156134	1301022
2143	156219	1301051
2144	156286	1300930
2145	156366	1300913
2146	156444	1300890
2147	156517	1300812
2148	156606	1300876
2149	156689	1300887
2150	156766	1300852
2151	156837	1300759
2152	156899	1300600
2153	156979	1300587
2154	157067	1300636
2155	157143	1300587
2156	157209	1300459
2157	157269	1300279
2158	157342	1300207
2159	157399	1300000
2160	157475	1299953
2161	157542	1299832
2162	157616	1299774
2163	157686	1299671
2164	157771	1299701
2165	157859	1299752
2166	157960	1299915
2167	158037	1299874
2168	158108	1299785
2169	158168	1299605
2170	158245	1299563
2171	158318	1299493
2172	158392	1299433
2173	158461	1299325
2174	158532	1299239
2175	158603	1299151
2176	158661	1298951
2177	158732	1298867
2178	158801	1298759
2179	158868	1298641
2180	158942	1298578
2181	159039	1298703
2182	159131	1298788
2183	159203	1298703
2184	159283	1298690
2185	159351	1298575
2186	159419	1298460
2187	159508	1298522
2188	159584	1298473
2189	159657	1298397
2190	159719	1298237
2191	159781	1298077
2192	159861	1298063
2193	159945	1298084
2194	160027	1298080
2195	160094	1297963
2196	160168	1297898
2197	160237	1297788
2198	160303	1297662
2199	160356	1297430
2200	160425	1297325
2201	160507	1297330
2202	160580	1297255
2203	160673	1297345
2204	160754	1297337
2205	160826	1297258
2206	160908	1297254
2207	160969	1297089
2208	161051	1297087
2209	161120	1296984
2210	161192	1296906
2211	161258	1296774
2212	161337	1296747
2213	161416	1296724
2214	161500	1296740
2215	161570	1296648
2216	161648	1296614
2217	161726	1296582
2218	161797	1296498
2219	161862	1296360
2220	161950	1296406
2221	162037	1296448
2222	162108	1296357
2223	162193	1296378
2224	162292	1296513
2225	162388	1296628
2226	162458	1296531
2227	162541	1296541
2228	162616	1296484
2229	162688	1296399
2230	162765	1296362
2231	162839	1296294
2232	162924	1296321
2233	162989	1296178
2234	163072	1296188
2235	163155	1296194
2236	163220	1296062
2237	163305	1296079
2238	163359	1295858
2239	163434	1295804
2240	163498	1295659
2241	163575	1295613
2242	163652	1295572
2243	163743	1295649
2244	163808	1295510
2245	163887	1295484
2246	163977	1295543
2247	164036	1295361
2248	164103	1295245
2249	164173	1295144
2250	164250	1295108
2251	164317	1294986
2252	164397	1294966
2253	164469	1294889
2254	164550	1294878
2255	164634	1294891
2256	164716	1294885
2257	164786	1294792
2258	164866	1294774
2259	164943	1294730
2260	165025	1294728
2261	165103	1294698
2262	165185	1294698
2263	165271	1294727
2264	165347	1294672
2265	165417	1294575
2266	165497	1294563
2267	165570	1294484
2268	165647	1294441
2269	165719	1294361
2270	165797	1294333
2271	165878	1294321
2272	165959	1294311
2273	166047	1294350
2274	166114	1294232
2275	166186	1294152
2276	166274	1294197
2277	166338	1294048
2278	166408	1293958
2279	166489	1293944
2280	166571	1293940
2281	166648	1293902
2282	166733	1293917
2283	166808	1293859
2284	166885	1293818
2285	166966	1293811
2286	167047	1293797
2287	167118	1293706
2288	167192	1293644
2289	167269	1293601
2290	167338	1293496
2291	167388	1293243
2292	167457	1293142
2293	167535	1293102
2294	167616	1293095
2295	167680	1292953
2296	167763	1292955
2297	167843	1292933
2298	167923	1292912
2299	168003	1292894
2300	168078	1292836
2301	168148	1292739
2302	168224	1292688
2303	168301	1292651
2304	168381	1292625
2305	168462	1292620
2306	168523	1292450
2307	168592	1292344
2308	168668	1292297
2309	168748	1292276
2310	168819	1292190
2311	168886	1292068
2312	168969	1292073
2313	169045	1292021
2314	169111	1291895
2315	169168	1291702
2316	169261	1291778
2317	169334	1291708
2318	169410	1291651
2319	169501	1291721
2320	169568	1291596
2321	169646	1291565
2322	169710	1291420
2323	169787	1291375
2324	169850	1291231
2325	169932	1291223
2326	170001	1291122
2327	170097	1291220
2328	170187	1291274
2329	170244	1291083
2330	170331	1291112
2331	170409	1291076
2332	170474	1290944
2333	170551	1290903
2334	170628	1290858
2335	170713	1290874
2336	170786	1290799
2337	170855	1290698
2338	170933	1290663
2339	170983	1290416
2340	171063	1290393
2341	171124	1290231
2342	171207	1290231
2343	171279	1290152
2344	171353	1290084
2345	171422	1289981
2346	171496	1289913
2347	171572	1289860
2348	171637	1289728
2349	171712	1289673
2350	171778	1289547
2351	171847	1289438
2352	171915	1289327
2353	171989	1289259
2354	172063	1289198
2355	172119	1288996
2356	172209	1289052
2357	172278	1288945
2358	172356	1288911
2359	172430	1288843
2360	172510	1288821
2361	172582	1288743
2362	172677	1288833
2363	172742	1288698
2364	172814	1288616
2365	172877	1288468
2366	172945	1288358
2367	173022	1288315
2368	173107	1288334
2369	173178	1288244
2370	173261	1288241
2371	173351	1288298
2372	173430	1288270
2373	173497	1288150
2374	173565	1288040
2375	173651	1288063
2376	173734	1288063
2377	173806	1287983
2378	173896	1288031
2379	173964	1287923
2380	174038	1287854
2381	174114	1287806
2382	174186	1287719
2383	174256	1287626
2384	174317	1287461
2385	174396	1287437
2386	174467	1287350
2387	174550	1287344
2388	174622	1287264
2389	174702	1287243
2390	174773	1287153
2391	174832	1286979
2392	174926	1287055
2393	175007	1287043
2394	175083	1286993
2395	175152	1286888
2396	175230	1286851
2397	175288	1286667
2398	175359	1286582
2399	175423	1286442
2400	175490	1286320
2401	175566	1286267
2402	175639	1286197
2403	175715	1286143
2404	175791	1286094
2405	175860	1285987
2406	175929	1285886
2407	176007	1285852
2408	176085	1285814
2409	176160	1285751
2410	176240	1285730
2411	176322	1285724
2412	176394	1285643
2413	176465	1285553
2414	176533	1285438
2415	176605	1285363
2416	176674	1285254
2417	176766	1285318
2418	176847	1285302
2419	176921	1285241
2420	176987	1285111
2421	177049	1284958
2422	177117	1284848
2423	177178	1284690
2424	177262	1284695
2425	177343	1284681
2426	177418	1284624
2427	177490	1284540
2428	177572	1284529
2429	177638	1284407
2430	177710	1284324
2431	177790	1284300
2432	177863	1284227
2433	177931	1284120
2434	178001	1284020
2435	178076	1283966
2436	178149	1283886
2437	178214	1283761
2438	178295	1283740
2439	178364	1283642
2440	178448	1283641
2441	178524	1283592
2442	178594	1283494
2443	178666	1283416
2444	178729	1283269
2445	178821	1283331
2446	178899	1283294
2447	178972	1283224
2448	179047	1283159
2449	179129	1283151
2450	179189	1282985
2451	179273	1282992
2452	179341	1282879
2453	179419	1282840
2454	179487	1282729
2455	179573	1282754
2456	179645	1282671
2457	179719	1282602
2458	179787	1282491
2459	179879	1282556
2460	179953	1282491
2461	180025	1282408
2462	180104	1282375
2463	180169	1282244
2464	180244	1282188
2465	180307	1282041
2466	180386	1282008
2467	180453	1281894
2468	180537	1281895
2469	180616	1281866
2470	180684	1281758
2471	180777	1281825
2472	180848	1281738
2473	180913	1281605
2474	180998	1281615
2475	181072	1281546
2476	181139	1281431
2477	181223	1281432
2478	181306	1281431
2479	181387	1281416
2480	181464	1281366
2481	181536	1281285
2482	181629	1281356
2483	181699	1281257
2484	181778	1281227
2485	181858	1281201
2486	181931	1281126
2487	182025	1281201
2488	182105	1281176
2489	182199	1281250
2490	182276	1281203
2491	182354	1281162
2492	182439	1281171
2493	182512	1281097
2494	182579	1280982
2495	182659	1280955
2496	182736	1280913
2497	182804	1280805
2498	182879	1280739
2499	182953	1280671
2500	183032	1280645
2501	183104	1280558
2502	183156	1280340
2503	183233	1280295
2504	183292	1280118
2505	183368	1280068
2506	183447	1280033
2507	183506	1279861
2508	183585	1279830
2509	183651	1279704
2510	183717	1279586
2511	183801	1279587
2512	183877	1279531
2513	183957	1279507
2514	184008	1279280
2515	184095	1279301
2516	184164	1279202
2517	184254	1279242
2518	184325	1279152
2519	184404	1279124
2520	184476	1279038
2521	184559	1279036
2522	184630	1278946
2523	184690	1278784
2524	184764	1278714
2525	184849	1278726
2526	184915	1278602
2527	184981	1278480
2528	185062	1278458
2529	185158	1278547
2530	185217	1278376
2531	185287	1278279
2532	185360	1278205
2533	185432	1278125
2534	185500	1278012
2535	185567	1277900
2536	185654	1277917
2537	185721	1277805
2538	185799	1277764
2539	185866	1277651
2540	185934	1277541
2541	186002	1277429
2542	186090	1277457
2543	186150	1277294
2544	186213	1277155
2545	186302	1277186
2546	186373	1277103
2547	186448	1277039
2548	186520	1276959
2549	186599	1276929
2550	186694	1277003
2551	186772	1276959
2552	186856	1276959
2553	186934	1276923
2554	186990	1276728
2555	187081	1276782
2556	187163	1276763
2557	187216	1276554
2558	187305	1276591
2559	187383	1276553
2560	187461	1276510
2561	187535	1276441
2562	187597	1276294
2563	187688	1276338
2564	187756	1276228
2565	187836	1276203
2566	187921	1276211
2567	188001	1276188
2568	188075	1276116
2569	188146	1276025
2570	188210	1275895
2571	188283	1275815
2572	188349	1275695
2573	188420	1275608
2574	188506	1275619
2575	188593	1275643
2576	188663	1275545
2577	188747	1275549
2578	188808	1275389
2579	188877	1275289
2580	188957	1275260
2581	189052	1275338
2582	189130	1275297
2583	189204	1275223
2584	189276	1275142
2585	189333	1274965
2586	189403	1274870
2587	189498	1274941
2588	189556	1274763
2589	189623	1274651
2590	189703	1274625
2591	189797	1274686
2592	189878	1274666
2593	189951	1274594
2594	190029	1274549
2595	190117	1274577
2596	190209	1274629
2597	190283	1274559
2598	190361	1274520
2599	190438	1274474
2600	190497	1274306
2601	190580	1274296
2602	190648	1274186
2603	190735	1274210
2604	190796	1274054
2605	190869	1273978
2606	190936	1273860
2607	190990	1273663
2608	191052	1273510
2609	191125	1273436
2610	191188	1273294
2611	191244	1273107
2612	191299	1272916
2613	191381	1272898
2614	191458	1272853
2615	191534	1272796
2616	191613	1272758
2617	191695	1272744
2618	191764	1272643
2619	191830	1272527
2620	191914	1272523
2621	192001	1272543
2622	192091	1272577
2623	192159	1272470
2624	192212	1272264
2625	192288	1272210
2626	192370	1272195
2627	192449	1272158
2628	192527	1272115
2629	192602	1272052
2630	192663	1271900
2631	192728	1271773
2632	192803	1271712
2633	192867	1271581
2634	192959	1271629
2635	193043	1271625
2636	193107	1271494
2637	193179	1271413
2638	193245	1271288
2639	193308	1271151
2640	193377	1271047
2641	193453	1270996
2642	193544	1271038
2643	193623	1271003
2644	193697	1270936
2645	193775	1270891
2646	193845	1270800
2647	193903	1270623
2648	193977	1270556
2649	194029	1270341
2650	194094	1270216
2651	194169	1270157
2652	194240	1270067
2653	194307	1269955
2654	194374	1269837
2655	194446	1269760
2656	194535	1269787
2657	194613	1269747
2658	194670	1269566
2659	194746	1269511
2660	194832	1269520
2661	194899	1269409
2662	194965	1269290
2663	195025	1269128
2664	195110	1269130
2665	195170	1268973
2666	195247	1268927
2667	195313	1268804
2668	195396	1268795
2669	195465	1268693
2670	195522	1268517
2671	195581	1268350
2672	195655	1268283
2673	195716	1268129
2674	195803	1268149
2675	195871	1268042
2676	195934	1267905
2677	196004	1267809
2678	196081	1267760
2679	196148	1267649
2680	196225	1267596
2681	196295	1267500
2682	196361	1267385
2683	196434	1267312
2684	196509	1267246
2685	196588	1267212
2686	196661	1267137
2687	196737	1267084
2688	196824	1267099
2689	196891	1266985
2690	196967	1266933
2691	197043	1266878
2692	197118	1266811
2693	197198	1266787
2694	197275	1266735
2695	197340	1266609
2696	197406	1266488
2697	197472	1266369
2698	197544	1266289
2699	197609	1266165
2700	197689	1266132
2701	197775	1266142
2702	197845	1266052
2703	197939	1266108
2704	198009	1266013
2705	198091	1265999
2706	198156	1265876
2707	198230	1265805
2708	198302	1265725
2709	198370	1265615
2710	198454	1265612
2711	198520	1265495
2712	198601	1265470
2713	198682	1265446
2714	198747	1265321
2715	198831	1265318
2716	198900	1265214
2717	198969	1265115
2718	199046	1265070
2719	199129	1265058
2720	199200	1264967
2721	199260	1264816
2722	199318	1264646
2723	199378	1264488
2724	199455	1264434
2725	199527	1264355
2726	199601	1264290
2727	199691	1264321
2728	199742	1264109
2729	199817	1264047
2730	199875	1263880
2731	199959	1263874
2732	200034	1263811
2733	200104	1263716
2734	200184	1263688
2735	200267	1263678
2736	200332	1263549
2737	200403	1263467
2738	200473	1263371
2739	200557	1263362
2740	200620	1263228
2741	200694	1263162
2742	200756	1263016
2743	200840	1263011
2744	200910	1262920
2745	200990	1262886
2746	201069	1262850
2747	201136	1262739
2748	201213	1262692
2749	201302	1262713
2750	201385	1262703
2751	201451	1262586
2752	201524	1262513
2753	201597	1262436
2754	201654	1262263
2755	201721	1262150
2756	201803	1262129
2757	201879	1262078
2758	201943	1261944
2759	202017	1261875
2760	202090	1261804
2761	202144	1261611
2762	202233	1261638
2763	202313	1261602
2764	202391	1261559
2765	202466	1261498
2766	202534	1261393
2767	202605	1261308
2768	202676	1261217
2769	202752	1261162
2770	202833	1261138
2771	202900	1261029
2772	202993	1261076
2773	203074	1261054
2774	203144	1260962
2775	203233	1260985
2776	203295	1260843
2777	203378	1260831
2778	203461	1260814
2779	203528	1260703
2780	203591	1260570
2781	203683	1260614
2782	203756	1260535
2783	203823	1260426
2784	203901	1260381
2785	203978	1260332
2786	204055	1260282
2787	204112	1260106
2788	204171	1259945
2789	204234	1259814
2790	204295	1259663
2791	204369	1259597
2792	204442	1259522
2793	204515	1259444
2794	204586	1259356
2795	204664	1259314
2796	204742	1259272
2797	204806	1259142
2798	204874	1259039
2799	204956	1259020
2800	205040	1259014
2801	205166	1259264
2802	205226	1259106
2803	205312	1259113
2804	205380	1259008
2805	205441	1258862
2806	205517	1258802
2807	205584	1258692
2808	205668	1258687
2809	205752	1258678
2810	205841	1258698
2811	205916	1258640
2812	205991	1258573
2813	206067	1258518
2814	206151	1258510
2815	206234	1258501
2816	206311	1258450
2817	206396	1258446
2818	206478	1258428
2819	206543	1258306
2820	206640	1258375
2821	206723	1258361
2822	206789	1258241
2823	206869	1258214
2824	206957	1258228
2825	207029	1258147
2826	207099	1258055
2827	207175	1257999
2828	207247	1257915
2829	207313	1257796
2830	207394	1257770
2831	207444	1257557
2832	207514	1257468
2833	207578	1257334
2834	207637	1257179
2835	207708	1257090
2836	207786	1257044
2837	207866	1257011
2838	207940	1256945
2839	207999	1256786
2840	208058	1256625
2841	208121	1256489
2842	208176	1256310
2843	208237	1256163
2844	208311	1256090
2845	208394	1256075
2846	208460	1255960
2847	208510	1255747
2848	208572	1255607
2849	208645	1255535
2850	208702	1255359
2851	208764	1255224
2852	208835	1255132
2853	208910	1255071
2854	208982	1254992
2855	209060	1254948
2856	209136	1254892
2857	209207	1254806
2858	209293	1254811
2859	209365	1254726
2860	209435	1254635
2861	209488	1254443
2862	209557	1254346
2863	209623	1254230
2864	209676	1254035
2865	209740	1253904
2866	209831	1253936
2867	209903	1253859
2868	209985	1253839
2869	210079	1253891
2870	210154	1253824
2871	210218	1253699
2872	210275	1253530
2873	210349	1253462
2874	210437	1253478
2875	210508	1253390
2876	210578	1253295
2877	210671	1253343
2878	210734	1253208
2879	210818	1253199
2880	210899	1253173
2881	210979	1253137
2882	211031	1252939
2883	211116	1252937
2884	211184	1252834
2885	211257	1252756
2886	211340	1252741
2887	211416	1252686
2888	211481	1252567
2889	211546	1252443
2890	211598	1252242
2891	211686	1252257
2892	211750	1252132
2893	211827	1252077
2894	211893	1251967
2895	211953	1251816
