iter	RMSE
162	0.6520612043
163	0.6506415234
164	0.649651517
165	0.6485986399
166	0.6477978541
167	0.6471443266
168	0.6464175141
169	0.645366352
170	0.6444796646
171	0.6439251537
172	0.6432054556
173	0.6418302881
174	0.6409870034
175	0.6399856442
176	0.6389802103
177	0.6380813849
178	0.6366197668
179	0.635657991
180	0.6344610901
181	0.633372094
182	0.6322102565
183	0.6315916767
184	0.6306388361
185	0.6301459444
186	0.6290198582
187	0.6285180406
188	0.6277128042
189	0.6268099368
190	0.6258634768
191	0.6246889879
192	0.6234032047
193	0.6227707428
194	0.6220927409
195	0.6214184324
196	0.6204104815
197	0.6194176815
198	0.6186194753
199	0.6176438229
200	0.6166123604
201	0.6156174803
202	0.6149820987
203	0.6139506522
204	0.6132584922
205	0.6120694785
206	0.6112310613
207	0.610190407
208	0.6096013337
209	0.6087446309
210	0.607980221
211	0.6068105402
212	0.6062347213
213	0.6051553591
214	0.6044705415
215	0.6040427144
216	0.6032766423
217	0.6026044805
218	0.602036101
219	0.6010180006
220	0.5999870754
221	0.5990633372
222	0.5984444037
223	0.597436603
224	0.5964878504
225	0.5958507325
226	0.5946118257
227	0.5940386287
228	0.5928765815
229	0.591918672
230	0.5909559035
231	0.5902073699
232	0.5894123588
233	0.5885705169
234	0.5880812629
235	0.5874310084
236	0.5867469866
237	0.5856009815
238	0.5845408811
239	0.5837961274
240	0.5833404875
241	0.5826716466
242	0.5818125403
243	0.5811999409
244	0.5803923317
245	0.5795877724
246	0.5790157316
247	0.5784367713
248	0.5776225649
249	0.5770625561
250	0.5764809233
251	0.5760927971
252	0.5754226569
253	0.5746811786
254	0.5739850624
255	0.573036981
256	0.5724247666
257	0.5717688058
258	0.5710590646
259	0.5703445748
260	0.5699020742
261	0.569273299
262	0.5685355493
263	0.5678126287
264	0.5671704455
265	0.566534822
266	0.5660638625
267	0.5656401191
268	0.5648611208
269	0.5644185061
270	0.5634247229
271	0.5629290011
272	0.5620106753
273	0.5615093876
274	0.5611034066
275	0.5603657526
276	0.5596964217
277	0.5588699865
278	0.5585612718
279	0.5581071062
280	0.5575336577
281	0.5570198509
282	0.5561907272
283	0.5553790582
284	0.5548603057
285	0.5541178957
286	0.5533550625
287	0.5529331121
288	0.5522726525
289	0.5516374595
290	0.5509918389
291	0.5504434356
292	0.549892889
293	0.5492982367
294	0.5488746792
295	0.5484546551
296	0.5479746784
297	0.5472557319
298	0.5468865193
299	0.54619801
300	0.5455801154
301	0.5448696086
302	0.5443328618
303	0.5437799771
304	0.5432119625
305	0.5425176026
306	0.5422014485
307	0.541914962
308	0.5413239044
309	0.5405446309
310	0.5401690377
311	0.5399162618
312	0.5395104113
313	0.5387293044
314	0.5383380562
315	0.5379863775
316	0.5376029236
317	0.5370086727
318	0.5361744368
319	0.535702806
320	0.5350059676
321	0.5345268543
322	0.5339566622
323	0.5330656281
324	0.5324295731
325	0.5320188002
326	0.5315250404
327	0.5308696725
328	0.5302467486
329	0.5298422651
330	0.529375083
331	0.5285669577
332	0.5280048166
333	0.5273268513
334	0.526816607
335	0.5264145427
336	0.5261190732
337	0.5256855429
338	0.5250293203
339	0.5246398679
340	0.5241964538
341	0.5238793426
342	0.5232563154
343	0.5229101443
344	0.5224796558
345	0.521928865
346	0.5213672446
347	0.5207825204
348	0.5204923471
349	0.5197108869
350	0.5195199689
351	0.5192369283
352	0.5187535214
353	0.5182163893
354	0.5175116155
355	0.5168404251
356	0.5162724111
357	0.515914265
358	0.5153329318
359	0.5148001168
360	0.5143032483
361	0.5138785311
362	0.5133103822
363	0.5130352059
364	0.5124976844
365	0.5121007177
366	0.5115785447
367	0.5110255478
368	0.5105310516
369	0.5100023555
370	0.5096445802
371	0.5092127062
372	0.5087242163
373	0.5083441391
374	0.5078938021
375	0.5074942278
376	0.5068016461
377	0.5063686077
378	0.5059839059
379	0.5055010944
380	0.5050471562
381	0.5046502304
382	0.504271789
383	0.5036015202
384	0.5030934928
385	0.5027382054
386	0.5023711839
387	0.5018844407
388	0.5015355351
389	0.5010461701
390	0.5006201864
391	0.5003525593
392	0.4999948232
393	0.4997506302
394	0.4994295002
395	0.4991309845
396	0.4985153494
397	0.4980617512
398	0.4976547642
399	0.4972111988
400	0.4969243858
401	0.4962395111
402	0.4958545392
403	0.4955767494
404	0.4951195573
405	0.4944805689
406	0.4939989546
407	0.4935716042
408	0.4931496804
409	0.4926704129
410	0.4922752736
411	0.4917353693
412	0.4912880103
413	0.4907715096
414	0.490212811
415	0.4897076921
416	0.4892581687
417	0.488873449
418	0.488436618
419	0.4880130346
420	0.4877517396
421	0.4874230144
422	0.4871315892
423	0.4868897684
424	0.4864874006
425	0.4861979803
426	0.485758152
427	0.4853331153
428	0.4850365613
429	0.4846843386
430	0.4842022305
431	0.4836389186
432	0.4831663592
433	0.4827911077
434	0.4823540276
435	0.4817993317
436	0.4813287457
437	0.4810985388
438	0.4806519722
439	0.4802500874
440	0.4798353292
441	0.4793315978
442	0.4790282767
443	0.4787913267
444	0.4785777166
445	0.4780793427
446	0.4776603644
447	0.4774039399
448	0.4769361928
449	0.4766927471
450	0.476352095
451	0.4759832151
452	0.4754868148
453	0.4752600667
454	0.4750372584
455	0.4747172154
456	0.4743624312
457	0.4738471713
458	0.4735275769
459	0.4731768428
460	0.4728374654
461	0.472327525
462	0.4721708444
463	0.4719227444
464	0.4715472928
465	0.4713134545
466	0.4708519452
467	0.4704508142
468	0.4700544147
469	0.4695814331
470	0.4691310897
471	0.4688679341
472	0.4686134322
473	0.4682745067
474	0.4679150394
475	0.4675454534
476	0.4673063805
477	0.4667594379
478	0.4662547717
479	0.465864943
480	0.4655550841
481	0.464965397
482	0.4646440805
483	0.4641230528
484	0.4636675246
485	0.4634640568
486	0.4630495533
487	0.4628349208
488	0.4623472926
489	0.4619735549
490	0.4613880627
491	0.4610685615
492	0.4608404589
493	0.4604239456
494	0.4601568364
495	0.459904843
496	0.459565901
497	0.4592127494
498	0.4587467513
499	0.4584573936
500	0.458159365
501	0.4579980976
502	0.4578020183
503	0.4573449462
504	0.457003362
505	0.4566544426
506	0.4563198627
507	0.4559114015
508	0.4557611448
509	0.4554693466
510	0.4550372529
511	0.4545183081
512	0.4540996125
513	0.4536983604
514	0.4533344881
515	0.4528000167
516	0.4523209806
517	0.4520860573
518	0.4517511595
519	0.4513512422
520	0.4510404123
521	0.4507744046
522	0.4502165859
523	0.4498007812
524	0.449520367
525	0.4492098902
526	0.4489168143
527	0.4484998025
528	0.4483280656
529	0.4479063103
530	0.4475810644
531	0.4470875759
532	0.4467011689
533	0.4462948708
534	0.4460718822
535	0.4456667329
536	0.4453149015
537	0.44494702
538	0.4447727444
539	0.4445176398
540	0.444078461
541	0.4437220833
542	0.443275726
543	0.443136994
544	0.4429473433
545	0.442763863
546	0.4423381522
547	0.4419936911
548	0.441733979
549	0.4414351602
550	0.4411733525
551	0.4408161125
552	0.4403155904
553	0.4401003259
554	0.4398519357
555	0.4394467595
556	0.4389634803
557	0.4387611682
558	0.4384903111
559	0.4381769681
560	0.4378749994
561	0.4376725415
562	0.4375065344
563	0.4373325024
564	0.4370249545
565	0.4367966135
566	0.4366159287
567	0.4363402931
568	0.4360077176
569	0.4355823909
570	0.4354556073
571	0.4349945391
572	0.4347428245
573	0.4344032529
574	0.4341496542
575	0.433895934
576	0.4335862966
577	0.4333825058
578	0.4331724593
579	0.4327240697
580	0.4323002872
581	0.4320373163
582	0.4317724041
583	0.4313754394
584	0.4310523975
585	0.4306528473
586	0.4303132435
587	0.4299105507
588	0.4294891437
589	0.429201656
590	0.4289202724
591	0.4287257103
592	0.4283821345
593	0.4281529088
594	0.427784271
595	0.4274885587
596	0.4273766056
597	0.4271836421
598	0.4269856811
599	0.4267166791
600	0.4266227551
601	0.4262821615
602	0.4260123772
603	0.4257414109
604	0.4253681954
605	0.4251938994
606	0.424940576
607	0.4246633724
608	0.4244777324
609	0.4240821061
610	0.4238361576
611	0.4236241495
612	0.4232857596
613	0.4231578738
614	0.4228393052
615	0.4226017029
616	0.4223954489
617	0.4221121137
618	0.4218370623
619	0.421490969
620	0.4212532031
621	0.4209117019
622	0.4207690219
623	0.4205523331
624	0.4203301
625	0.4200790747
626	0.4199037676
627	0.4196671443
628	0.4193976152
629	0.4191820681
630	0.4188429768
631	0.4185433661
632	0.4182516375
633	0.418091664
634	0.4178638699
635	0.4176727982
636	0.4174282804
637	0.4171288325
638	0.4167893986
639	0.4163845375
640	0.4161703682
641	0.4158609922
642	0.4156728823
643	0.4154657241
644	0.4152238923
645	0.4149387823
646	0.4146969976
647	0.4144626881
648	0.4142085982
649	0.4140524699
650	0.4138311688
651	0.4135602417
652	0.4133435241
653	0.4130388062
654	0.4128052683
655	0.4125276861
656	0.4121286472
657	0.4116840927
658	0.4114858306
659	0.4111925143
660	0.4109274405
661	0.4106329859
662	0.4105511194
663	0.4101954378
664	0.4099645198
665	0.4098274075
666	0.4096278157
667	0.4093843039
668	0.4091588257
669	0.4089440128
670	0.4087954569
671	0.4084917933
672	0.4083757302
673	0.4081150054
674	0.4080083435
675	0.4077374219
676	0.4074506675
677	0.4072051989
678	0.4070539623
679	0.406720294
680	0.4064867782
681	0.406239338
682	0.4060779359
683	0.405975932
684	0.405664662
685	0.4052564589
686	0.4051055801
687	0.4050165853
688	0.4047079629
689	0.4045775739
690	0.4043033588
691	0.4040600043
692	0.4038865588
693	0.4036737059
694	0.4035133703
695	0.4033644514
696	0.4030936985
697	0.4028366286
698	0.4026245532
699	0.4022374701
700	0.4019533537
701	0.4017404692
702	0.4015661795
703	0.4014618579
704	0.4012207377
705	0.4009309041
706	0.4007193672
707	0.4004621592
708	0.4002805249
709	0.4001371252
710	0.3999391951
711	0.3997613814
712	0.399643786
713	0.3993482364
714	0.3990859597
715	0.3988075845
716	0.3986153656
717	0.3984014163
718	0.398218802
719	0.3980446709
720	0.3979012245
721	0.3976805797
722	0.3973922439
723	0.3970016221
724	0.3968486008
725	0.396620217
726	0.3964450368
727	0.39621766
728	0.3960291742
729	0.3958433342
730	0.3955941332
731	0.3954975338
732	0.395270276
733	0.3951369566
734	0.3949090364
735	0.3946827897
736	0.3944238767
737	0.3942462183
738	0.3939909923
739	0.3937999241
740	0.3936315669
741	0.3933391558
742	0.3931893588
743	0.3929607802
744	0.392743096
745	0.3925228096
746	0.3922006898
747	0.3919841116
748	0.3917924891
749	0.3915976316
750	0.3913934872
751	0.3912316668
752	0.3910365099
753	0.3908500141
754	0.3906353242
755	0.3903478712
756	0.390244676
757	0.39007613
758	0.3898180536
759	0.3896298379
760	0.3894946179
761	0.3891997633
762	0.3890108181
763	0.3888366643
764	0.3887372273
765	0.3885533168
766	0.3884472865
767	0.3882383105
768	0.3880727176
769	0.3878317626
770	0.3875944364
771	0.387352955
772	0.3871404496
773	0.3868714157
774	0.3866846496
775	0.3865797296
776	0.3863358932
777	0.3860713878
778	0.3860010076
779	0.3857416131
780	0.3855095528
781	0.3852918494
782	0.385082509
783	0.3848733229
784	0.3846505325
785	0.3843688562
786	0.3841813311
787	0.3839095401
788	0.3837080106
789	0.3835829971
790	0.3834237888
791	0.3831749643
792	0.3829308365
793	0.3827151746
794	0.3824746576
795	0.3822911068
796	0.3821216511
797	0.3819049748
798	0.3818168513
799	0.3816280339
800	0.3813191166
801	0.3810956781
802	0.380944829
803	0.3807220361
804	0.3805219263
805	0.3803278171
806	0.3801610149
807	0.3799594974
808	0.379657516
809	0.3793470096
810	0.3790587979
811	0.3788372577
812	0.3786833979
813	0.3785071636
814	0.3783365351
815	0.3781407328
816	0.3779014102
817	0.3776379079
818	0.3773657889
819	0.3772198021
820	0.3769942387
821	0.3766641486
822	0.3764774486
823	0.3762097676
824	0.3760160439
825	0.3757582288
826	0.375508677
827	0.3753417726
828	0.3751305679
829	0.37493651
830	0.3747008587
831	0.3745188352
832	0.3743587606
833	0.3741692088
834	0.3739271309
835	0.3737122972
836	0.3734947355
837	0.3733471126
838	0.373144006
839	0.3729863619
840	0.3727677149
841	0.3726119548
842	0.3723487434
843	0.3722038318
844	0.3720054763
845	0.3718301929
846	0.3716776173
847	0.371569671
848	0.3713786474
849	0.3711616125
850	0.3710196425
851	0.3708804882
852	0.3706936331
853	0.3704830935
854	0.3702129668
855	0.3700375651
856	0.3698469519
857	0.369702691
858	0.369449081
859	0.3692922921
860	0.3690785031
861	0.368878501
862	0.3687960142
863	0.3685912898
864	0.3683563939
865	0.3681500498
866	0.3679993587
867	0.3678119444
868	0.3676028654
869	0.3673962015
870	0.3671622086
871	0.366966692
872	0.3666832424
873	0.3665928702
874	0.3665060338
875	0.3663249181
876	0.3661805206
877	0.3660173652
878	0.3657657772
879	0.3655961035
880	0.3653877108
881	0.3651640078
882	0.3649855193
883	0.3647947458
884	0.3646148601
885	0.3644609655
886	0.3642803693
887	0.3641410338
888	0.3639953702
889	0.3638679567
890	0.3637016115
891	0.3634889956
892	0.3633208727
893	0.3630671718
894	0.3629319383
895	0.3627725815
896	0.3626744109
897	0.3625835915
898	0.3623087636
899	0.3621209159
900	0.3619661511
901	0.3617469141
902	0.3616216443
903	0.3615476094
904	0.3614291918
905	0.3612099789
906	0.3610537997
907	0.3607966914
908	0.3606716354
909	0.3604987248
910	0.3603265842
911	0.3601687785
912	0.3599873863
913	0.3598425365
914	0.3595941391
915	0.359356241
916	0.3592892101
917	0.3590684412
918	0.3588239326
919	0.3585715744
920	0.3583719353
921	0.3582009342
922	0.3580720455
923	0.3579256966
924	0.3578212637
925	0.3577022549
926	0.3575550194
927	0.3573431918
928	0.3571943056
929	0.3569552688
930	0.3567243109
931	0.356546392
932	0.3563829191
933	0.3562068063
934	0.3559969416
935	0.3558900169
936	0.3557118204
937	0.3555655747
938	0.355425721
939	0.3551912578
940	0.3550437709
941	0.3548327264
942	0.3546374913
943	0.3544264027
944	0.3542363218
945	0.3540941834
946	0.3539250492
947	0.3538008818
948	0.3535983881
949	0.3534123626
950	0.3532661973
951	0.3532078276
952	0.3530909432
953	0.352988035
954	0.3528062119
955	0.3526656734
956	0.3525286203
957	0.3522872834
958	0.3521314591
959	0.3519728792
960	0.3517659728
961	0.351590043
962	0.3514849101
963	0.3512762798
964	0.3511551067
965	0.3509850332
966	0.3508908936
967	0.3507350348
968	0.3505727519
969	0.3504298854
970	0.3502222248
971	0.3500693466
972	0.3499122154
973	0.3497477987
974	0.3495485048
975	0.3493495361
976	0.3490927557
977	0.3489839725
978	0.3488676239
979	0.3486613903
980	0.3484609818
981	0.3484019261
982	0.3482649231
983	0.3481419451
984	0.3480010879
985	0.347936769
986	0.3478607168
987	0.3476665051
988	0.3474013854
989	0.347231506
990	0.3470699018
991	0.3469623971
992	0.3468229646
993	0.3466797111
994	0.3465464325
995	0.3464221769
996	0.3462278733
997	0.3461882348
998	0.346102636
999	0.3460034989
1000	0.3458137686
1001	0.345676632
1002	0.3455473769
1003	0.3453804208
1004	0.3452310042
1005	0.3450034339
1006	0.3448715783
1007	0.3446295206
1008	0.344480445
1009	0.3443544671
1010	0.3441731637
1011	0.3440428196
1012	0.3438612405
1013	0.3437459827
1014	0.3436056905
1015	0.3434860779
1016	0.3432678444
1017	0.3431265533
1018	0.3429484663
1019	0.342813877
1020	0.3426819873
1021	0.3424814978
1022	0.3423650414
1023	0.3421582988
1024	0.3421004672
1025	0.3419406466
1026	0.3417395868
1027	0.3415793291
1028	0.3414528563
1029	0.341343607
1030	0.3411726795
1031	0.3410401671
1032	0.3409778085
1033	0.340795812
1034	0.3407005566
1035	0.340590631
1036	0.3404299661
1037	0.3402489535
1038	0.3401138564
1039	0.339923299
1040	0.3397364396
1041	0.3396135119
1042	0.3394810297
1043	0.3393232103
1044	0.3391065983
1045	0.3389109915
1046	0.3388248097
1047	0.3386819907
1048	0.3385004752
1049	0.3384192034
1050	0.3382506267
1051	0.3380561853
1052	0.3379401406
1053	0.3378919388
1054	0.337775303
1055	0.3376956604
1056	0.3376047442
1057	0.3373935228
1058	0.3372201888
1059	0.3370554294
1060	0.336909711
1061	0.3368040401
1062	0.3366099545
1063	0.3364392489
1064	0.3362599846
1065	0.3361247898
1066	0.336011468
1067	0.3358990133
1068	0.3357214881
1069	0.335468097
1070	0.3352802058
1071	0.3351118194
1072	0.3349539396
1073	0.3348578669
1074	0.3347848423
1075	0.3346322055
1076	0.3344596244
1077	0.3343562498
1078	0.3342002193
1079	0.3340808007
1080	0.3339594957
1081	0.3337999617
1082	0.3336995027
1083	0.333657383
1084	0.3334610323
1085	0.333299557
1086	0.3331748617
1087	0.3330152811
1088	0.3328104462
1089	0.332686301
1090	0.3325277985
1091	0.3323761618
1092	0.3322308766
1093	0.3321233587
1094	0.3320203803
1095	0.331874306
1096	0.3317599375
1097	0.3316485083
1098	0.3315683278
1099	0.3314297555
1100	0.3312196682
1101	0.331067612
1102	0.3308494482
1103	0.3307487886
1104	0.3306212151
1105	0.3304671949
1106	0.3303657649
1107	0.3301831559
1108	0.3299980086
1109	0.3298107235
1110	0.3296305516
1111	0.3295712203
1112	0.3294051582
1113	0.3292750416
1114	0.3291264302
1115	0.3289877091
1116	0.3288676053
1117	0.3287092807
1118	0.3285990651
1119	0.3284363102
1120	0.3283353703
1121	0.3282528002
1122	0.3281492437
1123	0.3279794029
1124	0.3277908153
1125	0.3276580842
1126	0.3274760617
1127	0.3273376983
1128	0.3271882573
1129	0.3270641157
1130	0.3269388815
1131	0.3267331224
1132	0.3265753157
1133	0.3264694658
1134	0.3262546976
1135	0.326063652
1136	0.3259726703
1137	0.3259190568
1138	0.325810461
1139	0.3256449721
1140	0.3255378391
1141	0.3253362852
1142	0.3252082893
1143	0.3250734687
1144	0.32494299
1145	0.3248112707
1146	0.3247172854
1147	0.3244916388
1148	0.3244123708
1149	0.3242576389
1150	0.3241222666
1151	0.3239868893
1152	0.3238895024
1153	0.3238028042
1154	0.3236438375
1155	0.3234565894
1156	0.3233069971
1157	0.3231962859
1158	0.3230827123
1159	0.3229998071
1160	0.3229342561
1161	0.3228252599
1162	0.3226443137
1163	0.322474564
1164	0.3223482831
1165	0.3222828131
1166	0.3221266584
1167	0.3220397542
1168	0.3218667797
1169	0.3217650787
1170	0.3216886998
1171	0.3215532184
1172	0.3214003513
1173	0.3212521747
1174	0.32110796
1175	0.3209349448
1176	0.320795428
1177	0.3207294797
1178	0.3206306922
1179	0.3204959145
1180	0.3203623266
1181	0.3202716543
1182	0.3201212199
1183	0.3199643635
1184	0.3198374661
1185	0.3197917285
1186	0.3196457453
1187	0.319596356
1188	0.3194576185
1189	0.3193820597
1190	0.3193028761
1191	0.3192075521
1192	0.319107683
1193	0.3190049037
1194	0.3189077039
1195	0.318753244
1196	0.3186414752
1197	0.3184926487
1198	0.318362639
1199	0.3182053154
1200	0.3180780291
1201	0.3179069259
1202	0.3177706098
1203	0.3176463961
1204	0.3175553226
1205	0.3173982314
1206	0.3172836927
1207	0.3171912071
1208	0.3169765582
1209	0.3168132519
1210	0.3167447245
1211	0.3165810098
1212	0.3164708414
1213	0.3162780792
1214	0.3160813271
1215	0.3159808611
1216	0.3158911642
1217	0.3157652905
1218	0.3156665222
1219	0.3155052873
1220	0.3153996659
1221	0.3152847325
1222	0.3151816761
1223	0.3150416956
1224	0.3149164499
1225	0.3147734915
1226	0.3146143681
1227	0.3144854665
1228	0.3143649212
1229	0.3142097637
1230	0.3141798954
1231	0.314040545
1232	0.313953856
1233	0.3138703162
1234	0.3137506568
1235	0.3136583301
1236	0.3135863861
1237	0.3135206958
1238	0.3134254453
1239	0.3133165934
1240	0.3132268143
1241	0.3131298566
1242	0.3129504368
1243	0.3128680478
1244	0.3127435282
1245	0.3126336049
1246	0.3125637074
1247	0.3124619867
1248	0.3123655634
1249	0.3123339694
1250	0.3122486298
1251	0.3121442185
1252	0.3120261685
1253	0.3119332824
1254	0.3118068737
1255	0.3116715226
1256	0.3115769873
1257	0.3114663117
1258	0.3113307027
1259	0.3112514471
1260	0.3111601906
1261	0.311048874
1262	0.3109253018
1263	0.3107940118
1264	0.3106837492
1265	0.3105870248
1266	0.3104588573
1267	0.3103290305
1268	0.3102024583
1269	0.3101272606
1270	0.3099814684
1271	0.3098890104
1272	0.3097338823
1273	0.3095931384
1274	0.3094507528
1275	0.3093550847
1276	0.3091830601
1277	0.3089912814
1278	0.3088681886
1279	0.3087658259
1280	0.3086714793
1281	0.3085610648
1282	0.3084345274
1283	0.3083160653
1284	0.3081787541
1285	0.3080754685
1286	0.3079825996
1287	0.3079188683
1288	0.3078545494
1289	0.3078004132
1290	0.3077129415
1291	0.3075875991
1292	0.3075047105
1293	0.3073612985
1294	0.3072119036
1295	0.3071000688
1296	0.3069577977
1297	0.3067685641
1298	0.3066306066
1299	0.3064998817
1300	0.3063593739
1301	0.306278415
1302	0.3061666703
1303	0.3060341079
1304	0.3058783383
1305	0.3058062708
1306	0.3057103125
1307	0.3056012179
1308	0.3054471461
1309	0.3053261661
1310	0.3052156833
1311	0.3051420851
1312	0.3051045172
1313	0.3050067279
1314	0.3049322689
1315	0.3048599184
1316	0.3047274849
1317	0.3045917491
1318	0.3044707994
1319	0.304312985
1320	0.3042897088
1321	0.3041859793
1322	0.3040367025
1323	0.3039079348
1324	0.3037331355
1325	0.3036142286
1326	0.3035216324
1327	0.3033529688
1328	0.3032427788
1329	0.3031335478
1330	0.3030096292
1331	0.3029304367
1332	0.3028456867
1333	0.3027423004
1334	0.3026348935
1335	0.3025460982
1336	0.3024457176
1337	0.3022996026
1338	0.3021826582
1339	0.3020357281
1340	0.3019679275
1341	0.3018991477
1342	0.3017768331
1343	0.3016941224
1344	0.3015799377
1345	0.3015037962
1346	0.3013999556
1347	0.3012533104
1348	0.3011332804
1349	0.3010249986
1350	0.3009531559
1351	0.3009097326
1352	0.3008016199
1353	0.3006710725
1354	0.3005767044
1355	0.3004781508
1356	0.3003928426
1357	0.3002799698
1358	0.300158528
1359	0.3000514783
1360	0.2999606897
1361	0.2998720202
1362	0.2997888437
1363	0.2996791866
1364	0.2996004462
1365	0.2994710956
1366	0.2993608501
1367	0.2992520695
1368	0.2991412817
1369	0.2990293538
1370	0.2988958473
1371	0.298796497
1372	0.2987170236
1373	0.2986478685
1374	0.2985365651
1375	0.2984861123
1376	0.2983689355
1377	0.2982210735
1378	0.2980734013
1379	0.29795893
1380	0.2978459474
1381	0.2977676307
1382	0.2976656714
1383	0.2975726706
1384	0.2974516498
1385	0.2973136529
1386	0.2972152074
1387	0.2971533881
1388	0.2970346079
1389	0.296977645
1390	0.2968966211
1391	0.2968097833
1392	0.2966939297
1393	0.2965879451
1394	0.2964187163
1395	0.2963272407
1396	0.2962374102
1397	0.296127404
1398	0.2960537454
1399	0.2959475311
1400	0.2958923839
1401	0.2958339801
1402	0.295766214
1403	0.2956708159
1404	0.2955364455
1405	0.2953985871
1406	0.2952953573
1407	0.2951795186
1408	0.29501953
1409	0.2949543854
1410	0.2948723463
1411	0.294732154
1412	0.2945924421
1413	0.2944766896
1414	0.2943752023
1415	0.2942951762
1416	0.2941763922
1417	0.294086866
1418	0.293985945
1419	0.2938928016
1420	0.2937875558
1421	0.2937115615
1422	0.2935948519
1423	0.2934408464
1424	0.2933548543
1425	0.2932262382
1426	0.2931145309
1427	0.2930414843
1428	0.2929110302
1429	0.2927812178
1430	0.2926873593
1431	0.2926072531
1432	0.292554561
1433	0.2924764151
1434	0.2923682461
1435	0.2922681251
1436	0.2921210304
1437	0.2920947203
1438	0.2919951017
1439	0.2918312211
1440	0.2917008573
1441	0.2915904851
1442	0.2914649032
1443	0.2913354413
1444	0.291224164
1445	0.2911925086
1446	0.2911071957
1447	0.2910323562
1448	0.2909150908
1449	0.2908376516
1450	0.2907468933
1451	0.2906113914
1452	0.2905351135
1453	0.2904660987
1454	0.2903735189
1455	0.2902871645
1456	0.290169859
1457	0.2900860668
1458	0.2899904283
1459	0.2899025713
1460	0.2898108158
1461	0.2897084296
1462	0.2896135045
1463	0.289521077
1464	0.2894222124
1465	0.2893415153
1466	0.2892579536
1467	0.2891708892
1468	0.2890785464
1469	0.2889996481
1470	0.2889071082
1471	0.2887584676
1472	0.2886619484
1473	0.2885799612
1474	0.2884931281
1475	0.2884161954
1476	0.2882957772
1477	0.2881938891
1478	0.288115964
1479	0.2880152493
1480	0.2879292307
1481	0.2878438257
1482	0.2877364317
1483	0.2875969708
1484	0.2874672132
1485	0.2873661507
1486	0.2872780552
1487	0.2872211591
1488	0.2870974512
1489	0.2869719161
1490	0.2869117353
1491	0.2868350727
1492	0.286706397
1493	0.2865849514
1494	0.2864867354
1495	0.2863824577
1496	0.2862901285
1497	0.2861535078
1498	0.2860961725
1499	0.2859988148
1500	0.2858983478
1501	0.2857868486
1502	0.2857084837
1503	0.2856190719
1504	0.2855523916
1505	0.2854413693
1506	0.2853581022
1507	0.2853027756
1508	0.2852144641
1509	0.285133077
1510	0.2850535145
1511	0.2849512779
1512	0.2848534129
1513	0.2847475447
1514	0.2846325661
