iter	RMSE
1515	0.2845294014
1516	0.2844245049
1517	0.2842797523
1518	0.2842391513
1519	0.2841461426
1520	0.2840820637
1521	0.2839157517
1522	0.2838072427
1523	0.2837732129
1524	0.2836473099
1525	0.2835675902
1526	0.283480345
1527	0.2833947068
1528	0.283334761
1529	0.2832230551
1530	0.2831117752
1531	0.2830338313
1532	0.2829792777
1533	0.2829090675
1534	0.2828368218
1535	0.2827467077
1536	0.2826687425
1537	0.2825414635
1538	0.2824107984
1539	0.2822828046
1540	0.2822261739
1541	0.2821563809
1542	0.2821018092
1543	0.2819733954
1544	0.2819167138
1545	0.2818086335
1546	0.2816893544
1547	0.2815978379
1548	0.2814851603
1549	0.2814336388
1550	0.2813860953
1551	0.2812938923
1552	0.2811884658
1553	0.2810667976
1554	0.2810038985
1555	0.2809217168
1556	0.2808028846
1557	0.2807429968
1558	0.280623907
1559	0.2805129848
1560	0.2804211222
1561	0.2803447269
1562	0.2802603404
1563	0.2801706238
1564	0.2800525822
1565	0.2799607603
1566	0.2798905908
1567	0.2797916319
1568	0.2796951031
1569	0.2796087411
1570	0.2794985603
1571	0.2794098498
1572	0.2793646917
1573	0.2792736765
1574	0.2791983467
1575	0.2791500216
1576	0.2790490123
1577	0.2789796479
1578	0.2788888249
1579	0.2787669692
1580	0.2786516109
1581	0.2785631241
1582	0.2784774454
1583	0.2783670784
1584	0.2782900453
1585	0.2782053677
1586	0.2781157588
1587	0.2780366699
1588	0.2779551972
1589	0.2778844437
1590	0.2777997016
1591	0.2777096229
1592	0.2776371442
1593	0.2775814977
1594	0.2774880866
1595	0.2773881847
1596	0.277333964
1597	0.277277781
1598	0.2771920996
1599	0.2771345799
1600	0.2770795365
1601	0.2769896691
1602	0.2769205015
1603	0.2768355954
1604	0.2767403004
1605	0.2766292594
1606	0.2765646263
1607	0.2764885886
1608	0.276415645
1609	0.2763014421
1610	0.2762341716
1611	0.276137937
1612	0.2760516733
1613	0.2759661832
1614	0.2758539436
1615	0.2757761631
1616	0.2756712468
1617	0.275591435
1618	0.2754919989
1619	0.2753966632
1620	0.2753205899
1621	0.2752354333
1622	0.2751028331
1623	0.275040208
1624	0.2749797766
1625	0.2748632787
1626	0.274757469
1627	0.2746986379
1628	0.2746175538
1629	0.2745128393
1630	0.2744518967
1631	0.2743531349
1632	0.2742864579
1633	0.2742088085
1634	0.2741238038
1635	0.2740606987
1636	0.2740002271
1637	0.2739258833
1638	0.2738621296
1639	0.2737959332
1640	0.2737151992
1641	0.2736561443
1642	0.2735746346
1643	0.2735151695
1644	0.2734122116
1645	0.2733412087
1646	0.2732958674
1647	0.2732022691
1648	0.273117675
1649	0.273022939
1650	0.2729721678
1651	0.2729148429
1652	0.2728339331
1653	0.2727916886
1654	0.2726798884
1655	0.2726073356
1656	0.2725270177
1657	0.27245546
1658	0.2723545399
1659	0.2722596321
1660	0.2721613303
1661	0.2720517744
1662	0.2719505952
1663	0.2718504184
1664	0.2717466482
1665	0.2716653918
1666	0.2716030669
1667	0.2715468136
1668	0.2714452164
1669	0.2713702354
1670	0.2712662955
1671	0.2711799315
1672	0.2711012518
1673	0.2710091653
1674	0.2709512326
1675	0.270887934
1676	0.2708656317
1677	0.2707763229
1678	0.2707091466
1679	0.2705940162
1680	0.2705208683
1681	0.2704415097
1682	0.270361934
1683	0.2702690148
1684	0.2702039248
1685	0.2701673299
1686	0.2700941109
1687	0.2700342791
1688	0.2699588583
1689	0.2698197531
1690	0.2697401817
1691	0.2696604884
1692	0.2695839239
1693	0.2694917459
1694	0.2694355014
1695	0.2693280774
1696	0.2692319412
1697	0.2691573495
1698	0.2690677785
1699	0.2689938336
1700	0.2688934929
1701	0.2688309995
1702	0.2687555854
1703	0.2686727389
1704	0.2685794476
1705	0.2684591188
1706	0.2683664358
1707	0.2682596818
1708	0.2681753635
1709	0.2680962324
1710	0.2679896552
1711	0.2679135559
1712	0.2678406014
1713	0.2677566914
1714	0.2677218457
1715	0.2676773121
1716	0.2676447223
1717	0.2675724379
1718	0.267541772
1719	0.2674624789
1720	0.2674035402
1721	0.2673809704
1722	0.2673045446
1723	0.2672579989
1724	0.2671816673
1725	0.2671310825
1726	0.2670373712
1727	0.2669470108
1728	0.2668868352
1729	0.2667931864
1730	0.266736775
1731	0.2666856452
1732	0.2666090984
1733	0.266546397
1734	0.2664539306
1735	0.2663611004
1736	0.2663000601
1737	0.266204265
1738	0.2661168682
1739	0.2660865925
1740	0.2660143647
1741	0.2659552749
1742	0.2658794149
1743	0.2658074256
1744	0.2657441862
1745	0.2656625567
1746	0.2655993572
1747	0.265540626
1748	0.2654694318
1749	0.2653906182
1750	0.2652861691
1751	0.2651916807
1752	0.2650956533
1753	0.2650704309
1754	0.2649949849
1755	0.2649232294
1756	0.2648304358
1757	0.2647651031
1758	0.2647475116
1759	0.2646362765
1760	0.2645766201
1761	0.2644566692
1762	0.2643904117
1763	0.264356197
1764	0.264297367
1765	0.2642210613
1766	0.2641699792
1767	0.2640893143
1768	0.2639790211
1769	0.2639072307
1770	0.2638484688
1771	0.2637869432
1772	0.2636896845
1773	0.263631317
1774	0.2635467098
1775	0.2634872479
1776	0.2634193919
1777	0.2633585831
1778	0.2632966695
1779	0.2632347754
1780	0.2631815917
1781	0.2630994054
1782	0.2629857023
1783	0.2629282663
1784	0.2628821554
1785	0.2627959611
1786	0.2627286036
1787	0.2626374716
1788	0.262556819
1789	0.2624447259
1790	0.2623652782
1791	0.2622831241
1792	0.2622168511
1793	0.2621110206
1794	0.2620828216
1795	0.2620270285
1796	0.2619331951
1797	0.261857643
1798	0.2617889351
1799	0.2617299466
1800	0.2616730844
1801	0.2615788644
1802	0.2615170829
1803	0.2614491605
1804	0.2613918272
1805	0.261328721
1806	0.2612598859
1807	0.2612002221
1808	0.2611170651
1809	0.2610650307
1810	0.260983756
1811	0.2609032695
1812	0.2608355098
1813	0.2607371325
1814	0.2606499457
1815	0.2606143318
1816	0.2605187742
1817	0.2604589002
1818	0.2603819452
1819	0.2602960591
1820	0.2602158257
1821	0.26018367
1822	0.2601311092
1823	0.2600751932
1824	0.2600160419
1825	0.2599470866
1826	0.2598859794
1827	0.2597947324
1828	0.2597266376
1829	0.2596170038
1830	0.2595506622
1831	0.2594467935
1832	0.259387726
1833	0.2593647608
1834	0.2592887773
1835	0.2591695896
1836	0.259078258
1837	0.2590002242
1838	0.2589609847
1839	0.2589041529
1840	0.2588363843
1841	0.2587590461
1842	0.2586743323
1843	0.2585915575
1844	0.2585246074
1845	0.258457081
1846	0.2583836191
1847	0.25833803
1848	0.2582543851
1849	0.2582358858
1850	0.2581724789
1851	0.2581119515
1852	0.2580135575
1853	0.2579590957
1854	0.2578832915
1855	0.2578254767
1856	0.2577777689
1857	0.2576773638
1858	0.2576219378
1859	0.2575615439
1860	0.2574730474
1861	0.2574119034
1862	0.2573162917
1863	0.2572395552
1864	0.2571669314
1865	0.2571080333
1866	0.2569928809
1867	0.2569723097
1868	0.2569481675
1869	0.2568513858
1870	0.256795393
1871	0.2567366299
1872	0.2566339687
1873	0.2565680343
1874	0.2564900806
1875	0.2563995599
1876	0.2563247828
1877	0.2562710042
1878	0.2562184731
1879	0.2561383513
1880	0.2560379859
1881	0.2559876476
1882	0.255922409
1883	0.2558626487
1884	0.255819252
1885	0.2557455789
1886	0.2556784681
1887	0.2556167899
1888	0.2555803031
1889	0.2554988377
1890	0.2554517779
1891	0.2553945623
1892	0.2553092575
1893	0.2552431234
1894	0.2551677915
1895	0.2550967361
1896	0.2550229499
1897	0.2549728316
1898	0.2549199806
1899	0.2548537166
1900	0.2548040704
1901	0.2547474989
1902	0.2546971706
1903	0.2546372242
1904	0.2545761982
1905	0.2545136655
1906	0.2544461792
1907	0.2543786908
1908	0.254340366
1909	0.254282619
1910	0.2542361729
1911	0.2541725101
1912	0.2541204451
1913	0.2540554324
1914	0.2539678341
1915	0.2538958618
1916	0.2538722212
1917	0.2538158332
1918	0.253740558
1919	0.2536879722
1920	0.2536378032
1921	0.2535628115
1922	0.2535316367
1923	0.2534481526
1924	0.2533766614
1925	0.2533495209
1926	0.2532564247
1927	0.2532253244
1928	0.2531373549
1929	0.2530864734
1930	0.2530215807
1931	0.2529358458
1932	0.2528515553
1933	0.2527832129
1934	0.2527593757
1935	0.2527197413
1936	0.2526403892
1937	0.2525758965
1938	0.252519631
1939	0.2524502996
1940	0.2523687579
1941	0.2522966686
1942	0.2521848716
1943	0.2521028542
1944	0.2520524877
1945	0.2519925199
1946	0.2518968228
1947	0.2518333178
1948	0.2517813651
1949	0.251749374
1950	0.2516867091
1951	0.2516114668
1952	0.2515947043
1953	0.2515268893
1954	0.2514996759
1955	0.2514079973
1956	0.2513531511
1957	0.2512993431
1958	0.2512138388
1959	0.2511666915
1960	0.2510915514
1961	0.2510344479
1962	0.250957707
1963	0.2508948677
1964	0.2508625774
1965	0.2507688459
1966	0.250704776
1967	0.2506402567
1968	0.2505580447
1969	0.2505138549
1970	0.2504253321
1971	0.2503676245
1972	0.2503009115
1973	0.2502313473
1974	0.2501483513
1975	0.2501164659
1976	0.250035795
1977	0.2499776552
1978	0.2499139672
1979	0.2498574158
1980	0.2498118587
1981	0.2497714209
1982	0.2496916807
1983	0.2496279287
1984	0.2495528863
1985	0.2495228323
1986	0.2494614237
1987	0.2493606727
1988	0.249305177
1989	0.2492366549
1990	0.2491915769
1991	0.2490699493
1992	0.2489713185
1993	0.2489006702
1994	0.2488328884
1995	0.2487862919
1996	0.2487174752
1997	0.2486430312
1998	0.2486014532
1999	0.2485424208
2000	0.2484972562
2001	0.2484353758
2002	0.2483640479
2003	0.2483158853
2004	0.2482565361
2005	0.2482323867
2006	0.2481495524
2007	0.2480689757
2008	0.2479558492
2009	0.2478854707
2010	0.2478474013
2011	0.2477699104
2012	0.2476855085
2013	0.2476191371
2014	0.2475455111
2015	0.2474862001
2016	0.2474257955
2017	0.2473744976
2018	0.2472992655
2019	0.2472280331
2020	0.2471576522
2021	0.2471065071
2022	0.2470583643
2023	0.2469841371
2024	0.2469354993
2025	0.2468905287
2026	0.2468228152
2027	0.2467433048
2028	0.246682742
2029	0.2466248687
2030	0.2465818944
2031	0.2465254978
2032	0.2464516439
2033	0.2464074571
2034	0.2463464219
2035	0.2463014296
2036	0.2462480586
2037	0.2462191629
2038	0.2461699677
2039	0.2460930472
2040	0.2460402458
2041	0.2459985045
2042	0.2459443949
2043	0.2458695437
2044	0.2458154139
2045	0.245773106
2046	0.2457386367
2047	0.2456678417
2048	0.2456197194
2049	0.2455291482
2050	0.2454756319
2051	0.2454191943
2052	0.2454012865
2053	0.2453355513
2054	0.2452757975
2055	0.2452237845
2056	0.2451742788
2057	0.2451318496
2058	0.2450402695
2059	0.244973989
2060	0.2448957586
2061	0.2448145611
2062	0.244766286
2063	0.2446717844
2064	0.2446265182
2065	0.2445867566
2066	0.2445338109
2067	0.244478188
2068	0.2444252628
2069	0.2443730584
2070	0.2443256639
2071	0.2442599059
2072	0.2441839766
2073	0.2441477875
2074	0.2440670263
2075	0.2440287122
2076	0.2439886622
2077	0.2439008866
2078	0.2438383216
2079	0.2437880625
2080	0.2437460103
2081	0.2437030495
2082	0.24363189
2083	0.2435581863
2084	0.2435094106
2085	0.2434672343
2086	0.2434146595
2087	0.2433594194
2088	0.243326619
2089	0.2432596245
2090	0.2432021733
2091	0.2431485545
2092	0.2430696426
2093	0.2430170274
2094	0.2429580681
2095	0.2428776647
2096	0.2428120809
2097	0.2427369015
2098	0.2426754553
2099	0.2426395668
2100	0.2425904645
2101	0.2425544582
2102	0.2425150465
2103	0.2424761721
2104	0.2423973555
2105	0.2423104584
2106	0.2422672076
2107	0.2421808142
2108	0.2421234647
2109	0.2420714681
2110	0.2420118472
2111	0.2419576228
2112	0.2419466639
2113	0.2418786727
2114	0.2418338074
2115	0.2417967758
2116	0.2417319293
2117	0.24168471
2118	0.2416308402
2119	0.2415782982
2120	0.2415414794
2121	0.2414689917
2122	0.2413902775
2123	0.2412894663
2124	0.241203812
2125	0.2411296142
2126	0.2410423877
2127	0.2409827668
2128	0.2409299814
2129	0.240859608
2130	0.2407973559
2131	0.2407638443
2132	0.2407027899
2133	0.2406532637
2134	0.2405913638
2135	0.240541759
2136	0.2404768492
2137	0.2404319701
2138	0.2403651527
2139	0.2402679885
2140	0.240200271
2141	0.2401536402
2142	0.2401057139
2143	0.2400305784
2144	0.2399865069
2145	0.2399294638
2146	0.2398547899
2147	0.2398241076
2148	0.2397550876
2149	0.2396909168
2150	0.2396222185
2151	0.2395661203
2152	0.239518982
2153	0.2394345914
2154	0.2393476219
2155	0.239291403
2156	0.2392349869
2157	0.239177887
2158	0.2391293459
2159	0.2390840194
2160	0.2390054378
2161	0.2389522688
2162	0.2388951191
2163	0.2388384615
2164	0.2387882271
2165	0.2387100283
2166	0.2386349996
2167	0.2385622534
2168	0.2385034485
2169	0.2384806708
2170	0.2384228179
2171	0.238367507
2172	0.2383160507
2173	0.2382766683
2174	0.2382320328
2175	0.2381646265
2176	0.2381168034
2177	0.2380561174
2178	0.2379899318
2179	0.2379476101
2180	0.2379015796
2181	0.2378330753
2182	0.2377609133
2183	0.2377042972
2184	0.2376378297
2185	0.237590461
2186	0.2375185493
2187	0.237455698
2188	0.2374040984
2189	0.237348116
2190	0.2373230481
2191	0.237262741
2192	0.237196331
2193	0.2371355071
2194	0.2370866025
2195	0.2370546233
2196	0.2370127195
2197	0.2369688438
2198	0.2369422419
2199	0.2368906837
2200	0.2368436893
2201	0.2367795544
2202	0.2367139913
2203	0.236643406
2204	0.2365789865
2205	0.2365364919
2206	0.236470144
2207	0.2364296136
2208	0.2363901275
2209	0.2363449057
2210	0.2363016967
2211	0.2362553345
2212	0.2361962857
2213	0.2361174767
2214	0.2360662809
2215	0.2360324984
2216	0.2359750979
2217	0.2359255074
2218	0.2358719478
2219	0.2358067093
2220	0.2357292714
2221	0.2356754577
2222	0.2356096838
2223	0.2355351582
2224	0.2354480869
2225	0.2353938008
2226	0.2353397955
2227	0.2352308701
2228	0.235194721
2229	0.2351581329
2230	0.2351020564
2231	0.2350420112
2232	0.2349727935
2233	0.2349423803
2234	0.2348733475
2235	0.2348093673
2236	0.2347846738
2237	0.2347269729
2238	0.2347112428
2239	0.2346478028
2240	0.2345952813
2241	0.2345312677
2242	0.2344738884
2243	0.2344180914
2244	0.2343503843
2245	0.2342987592
2246	0.2342205368
2247	0.2341840587
2248	0.234129582
2249	0.2340883178
2250	0.2340389451
2251	0.2339801274
2252	0.2339330134
2253	0.2338790954
2254	0.2338156754
2255	0.2337645386
2256	0.2337173032
2257	0.2336679056
2258	0.2336125619
2259	0.2335450123
2260	0.2334819434
2261	0.2334406773
2262	0.2333676458
2263	0.2333134809
2264	0.2332667102
2265	0.2332145135
2266	0.2331347128
2267	0.2330628842
2268	0.2330256068
2269	0.2329607575
2270	0.232905202
2271	0.2328359304
2272	0.2327734731
2273	0.2327051795
2274	0.2326594754
2275	0.232599336
2276	0.2325180981
2277	0.2324748024
2278	0.2324086569
2279	0.2323442132
2280	0.2322921551
2281	0.2322529277
2282	0.2321982825
2283	0.2321384775
2284	0.2320798019
2285	0.2320301593
2286	0.2319620315
2287	0.2319143656
2288	0.2318505284
2289	0.231799367
2290	0.2317425555
2291	0.2317325783
2292	0.2316912276
2293	0.2316287586
2294	0.2315782535
2295	0.2315228162
2296	0.2314631207
2297	0.2314042262
2298	0.2313525542
2299	0.2312808986
2300	0.2312281801
2301	0.2311776379
2302	0.2311126287
2303	0.2310637794
2304	0.2309962208
2305	0.2309433471
2306	0.2308997285
2307	0.2308766047
2308	0.2308146502
2309	0.2307712109
2310	0.2306910137
2311	0.2306408157
2312	0.2305710456
2313	0.2305281016
2314	0.2304736536
2315	0.2304306172
2316	0.2303292786
2317	0.2302725273
2318	0.2301859956
2319	0.2301391798
2320	0.2300599735
2321	0.2300053073
2322	0.229978917
2323	0.2299207398
2324	0.2298691745
2325	0.2298099417
2326	0.2297580558
2327	0.2297039654
2328	0.2296474097
2329	0.2296277933
2330	0.2295623597
2331	0.2295003946
2332	0.2294452844
2333	0.2294067081
2334	0.2293619308
2335	0.2293112927
2336	0.2292618072
2337	0.2292195004
2338	0.2291591556
2339	0.2291274019
2340	0.2290773625
2341	0.229050661
2342	0.228994865
2343	0.2289255125
2344	0.2288875677
2345	0.2288341918
2346	0.2287807959
2347	0.2287316938
2348	0.2286858801
2349	0.2286341916
2350	0.2285982014
2351	0.2285619051
2352	0.2285234529
2353	0.2284666819
2354	0.2284226273
2355	0.2283968151
2356	0.2283200572
2357	0.2282653941
2358	0.2281934158
2359	0.2281434238
2360	0.2280944918
2361	0.2280312611
2362	0.227965705
2363	0.2279154695
2364	0.227870574
2365	0.2278328461
2366	0.2277906708
2367	0.2277194686
2368	0.2276658253
2369	0.2276133703
2370	0.2275735523
2371	0.2275085079
2372	0.2274597161
2373	0.2273996369
2374	0.2273534793
2375	0.2273198231
2376	0.2272478499
2377	0.2272038373
2378	0.2271592907
2379	0.2270979562
2380	0.2270337911
2381	0.2269689421
2382	0.2269067431
2383	0.2268567271
2384	0.2268228206
2385	0.2267731838
2386	0.2267360399
2387	0.2266959941
2388	0.2266678262
2389	0.2266127959
2390	0.2265523424
2391	0.2265168682
2392	0.2264592259
2393	0.2263808665
2394	0.2263329178
2395	0.2262942657
2396	0.2262525681
2397	0.2262375535
2398	0.2261770036
2399	0.2261250874
2400	0.2260591916
2401	0.226005346
2402	0.2259754461
2403	0.225930177
2404	0.2258860619
2405	0.2258339767
2406	0.2257838073
2407	0.2257241555
2408	0.2256802436
2409	0.2256327981
2410	0.225565502
2411	0.2255295094
2412	0.225482231
2413	0.225440775
2414	0.2254061261
2415	0.2253695542
2416	0.2253197295
2417	0.2252567934
2418	0.2251969433
2419	0.2251225812
2420	0.2250667509
2421	0.2250398071
2422	0.2250146155
2423	0.224969356
2424	0.2249094272
2425	0.2248594722
2426	0.2247999644
2427	0.224742109
2428	0.2246802717
2429	0.2246256991
2430	0.2245651832
2431	0.2245252927
2432	0.2244989748
2433	0.2244550982
2434	0.2244081957
2435	0.2243589026
2436	0.2243224452
2437	0.2242758679
2438	0.2242221556
2439	0.2241693408
2440	0.2241117744
2441	0.2240435998
2442	0.224014854
2443	0.2239668314
2444	0.2239421365
2445	0.2238921466
2446	0.2238436697
2447	0.2238020647
2448	0.2237505736
2449	0.223708497
2450	0.2236685399
2451	0.2236255415
2452	0.2235776571
2453	0.2235302051
2454	0.2234895188
2455	0.2234312933
2456	0.2233911422
2457	0.2233414332
2458	0.2232968159
2459	0.2232232056
2460	0.2231755088
2461	0.2231440127
2462	0.2231048154
2463	0.2230682426
2464	0.2229971287
2465	0.2229679964
2466	0.2229095616
2467	0.2228583953
2468	0.2228010672
2469	0.2227687582
2470	0.2227292235
2471	0.2226500378
2472	0.2226041989
2473	0.2225740835
2474	0.2225174069
2475	0.2224596514
2476	0.2224255697
2477	0.2223922769
2478	0.2223411155
2479	0.2222903606
2480	0.2222333376
2481	0.2221944319
2482	0.2221255796
2483	0.2220962227
2484	0.2220588364
2485	0.2219927195
2486	0.2219209168
2487	0.2218526245
2488	0.2218023477
2489	0.2217388791
2490	0.2217027175
2491	0.2216440437
2492	0.2215923803
2493	0.2215450632
2494	0.2215028999
2495	0.2214526938
2496	0.2213944958
2497	0.2213567889
2498	0.2213049524
2499	0.2212675692
2500	0.2212069792
2501	0.2211330615
2502	0.2211153724
2503	0.221064181
2504	0.2210433364
2505	0.2210022986
2506	0.2209458664
2507	0.2209129912
2508	0.2208576343
2509	0.2208198659
2510	0.2207797899
2511	0.2207500949
2512	0.2206856421
2513	0.2206424649
2514	0.2206150133
2515	0.2205366205
2516	0.2204992705
2517	0.220443726
2518	0.2203872975
2519	0.2203473684
2520	0.2202965476
2521	0.2202471525
2522	0.2201972902
2523	0.2201689479
2524	0.2201133076
2525	0.2200578705
2526	0.2200186367
2527	0.219974987
2528	0.2199263956
2529	0.2198377299
2530	0.2198057628
2531	0.219741246
2532	0.2197053144
2533	0.219666966
2534	0.2196281417
2535	0.2195714021
2536	0.2195374134
2537	0.2194833512
2538	0.2194344026
2539	0.2193923764
2540	0.2193437506
2541	0.2193135402
2542	0.2192384589
2543	0.2192040208
2544	0.2191633319
2545	0.2191145867
2546	0.2190571649
2547	0.2190302656
2548	0.2189892178
2549	0.2189480088
2550	0.2188990437
2551	0.2188605172
2552	0.2188155929
2553	0.2187545789
2554	0.2187259673
2555	0.2186864684
2556	0.2186264321
2557	0.2186073193
2558	0.2185530015
2559	0.2185077536
2560	0.2184628891
2561	0.2184240281
2562	0.2183800514
2563	0.218328493
2564	0.2182811427
2565	0.218220228
2566	0.2181747054
2567	0.2181113575
2568	0.2180640839
2569	0.2180209403
2570	0.2179832562
2571	0.2179337001
2572	0.2178799302
2573	0.2178452405
2574	0.2177989507
2575	0.2177487219
2576	0.2176998625
2577	0.2176385048
2578	0.2176149946
2579	0.2175685396
2580	0.2175128232
2581	0.2174630359
2582	0.2174211863
2583	0.2173881781
2584	0.2173582186
2585	0.2173200616
2586	0.2172914133
2587	0.2172432114
2588	0.2172120411
2589	0.2171691824
2590	0.2171123232
2591	0.2170488256
2592	0.2170030142
2593	0.2169497374
2594	0.2169160634
2595	0.2168645449
2596	0.2167928367
2597	0.2167448279
2598	0.2166962163
2599	0.2166511749
2600	0.2166198967
2601	0.216572384
2602	0.2165176984
2603	0.2164706395
2604	0.2164365801
2605	0.2163826187
2606	0.216339769
2607	0.2163095822
2608	0.2162747826
2609	0.2162498104
2610	0.21621353
2611	0.2161787071
2612	0.2161456471
2613	0.2161113462
2614	0.2160584213
2615	0.2160176392
2616	0.2159647343
2617	0.2159153997
2618	0.2158401806
2619	0.2158023926
2620	0.2157401516
2621	0.215695949
2622	0.2156389664
2623	0.2155963533
2624	0.2155811134
2625	0.2155206839
2626	0.2154594467
2627	0.2154160685
2628	0.215368891
2629	0.215330436
2630	0.2152999268
2631	0.2152644946
2632	0.2152150724
2633	0.2151657355
2634	0.2151199393
2635	0.2150515561
2636	0.2150169325
2637	0.2149700402
2638	0.2149460774
2639	0.214911996
2640	0.2148853314
2641	0.2148356592
2642	0.2147751244
2643	0.2147279389
2644	0.2146869959
2645	0.2146551934
2646	0.2146071781
2647	0.2145580392
2648	0.2145165074
2649	0.2144890591
2650	0.2144435802
2651	0.2143999463
2652	0.2143522566
2653	0.2143232186
2654	0.2142876673
2655	0.214255231
2656	0.2141974422
2657	0.2141587783
2658	0.2141269804
2659	0.2140834083
2660	0.2140307042
2661	0.2139785653
2662	0.213950694
2663	0.2139107655
2664	0.2138299986
2665	0.2138016682
2666	0.2137625304
2667	0.2137193161
2668	0.2136329504
2669	0.2135969481
2670	0.2135514227
2671	0.2135322393
2672	0.213465859
2673	0.213432682
2674	0.2133845921
2675	0.213345585
2676	0.21330287
2677	0.2132752638
2678	0.2132323437
2679	0.2131878007
2680	0.2131305669
2681	0.2130992312
2682	0.2130633982
2683	0.2130252054
2684	0.212984804
2685	0.2129288909
2686	0.2128866929
2687	0.212851929
2688	0.2128046873
2689	0.2127442148
2690	0.2126943872
2691	0.2126518242
2692	0.2126274766
2693	0.2125823128
2694	0.2125479156
2695	0.2125149537
2696	0.2124839402
2697	0.2124449287
2698	0.2124025705
2699	0.2123640229
2700	0.2123146333
2701	0.2122768412
2702	0.2122291218
2703	0.2121807618
2704	0.2121512288
2705	0.2120967276
2706	0.2120576899
2707	0.2120220861
2708	0.2119672047
2709	0.2119182921
2710	0.2118825507
2711	0.2118257708
2712	0.2117965219
2713	0.2117548538
2714	0.2117037471
2715	0.2116465684
2716	0.2116121065
2717	0.2115660396
2718	0.2115155533
2719	0.2114619329
2720	0.2114183186
2721	0.2114017885
2722	0.211374228
2723	0.2113476834
2724	0.2112944182
2725	0.211244505
2726	0.2112117144
2727	0.2111590947
2728	0.211137259
2729	0.2111069846
2730	0.2110753893
2731	0.2110288001
2732	0.2109776212
2733	0.2109500892
2734	0.2109150927
2735	0.2108692556
2736	0.2108357985
2737	0.2107963864
2738	0.2107586531
2739	0.2107180485
2740	0.2106926893
2741	0.2106725552
2742	0.2106504542
2743	0.2105924872
2744	0.2105545115
2745	0.2105047441
2746	0.2104474731
2747	0.2104125971
2748	0.2103664908
2749	0.2103193987
2750	0.2102756663
2751	0.2102488879
2752	0.2102165205
2753	0.2101685123
2754	0.2101394139
2755	0.2100916014
2756	0.2100508307
2757	0.2100207826
2758	0.2099869442
2759	0.2099566362
2760	0.2099111135
2761	0.209874727
2762	0.2098281211
2763	0.2097825683
2764	0.2097542584
2765	0.2097032568
2766	0.2096680918
2767	0.2096288889
2768	0.2095977362
2769	0.2095511726
2770	0.2095111603
2771	0.2094785732
2772	0.2094382772
2773	0.2093981085
2774	0.2093630166
2775	0.2093324062
2776	0.2092976281
2777	0.2092455669
2778	0.2091987889
2779	0.2091637996
2780	0.2091233949
2781	0.2090675711
2782	0.2090360737
2783	0.208993036
2784	0.2089495911
2785	0.2089146227
2786	0.2088684885
2787	0.2088309094
2788	0.2087958186
2789	0.2087583368
2790	0.2087219095
2791	0.2086801429
2792	0.2086287609
2793	0.2085738903
2794	0.2085449958
2795	0.208497396
2796	0.2084444312
2797	0.2084025699
2798	0.208360973
2799	0.2083142666
2800	0.2082674092
2801	0.2082270273
2802	0.2082016892
2803	0.208161051
2804	0.2081283517
2805	0.2081024366
2806	0.2080646345
2807	0.2080064116
2808	0.207974025
2809	0.2079164417
2810	0.2078616648
2811	0.207809396
2812	0.2077681322
2813	0.2077321518
2814	0.2076772579
2815	0.2076202498
2816	0.2075711708
2817	0.2075299907
2818	0.2074757774
2819	0.2074257476
2820	0.2073867859
2821	0.2073209103
2822	0.2072818312
2823	0.207238239
2824	0.2071752566
2825	0.207120915
2826	0.2070763774
2827	0.2070434273
2828	0.2069948455
2829	0.2069644479
2830	0.2069102655
2831	0.2068916214
2832	0.2068545131
2833	0.2068313957
2834	0.2068011687
2835	0.206761515
2836	0.2067104619
2837	0.2066564495
2838	0.206631751
2839	0.2066086742
2840	0.2065755898
2841	0.2065443977
2842	0.2065134115
2843	0.2064892874
2844	0.2064428281
2845	0.206388031
2846	0.2063649742
2847	0.2063510136
2848	0.2063228884
2849	0.2062870544
2850	0.2062622798
2851	0.2062306191
2852	0.2062019795
2853	0.2061738981
2854	0.206132421
2855	0.2060945145
2856	0.2060467562
2857	0.2060068914
2858	0.2059533861
2859	0.2059266293
2860	0.2059006676
2861	0.2058540669
2862	0.2058115042
2863	0.2057728173
2864	0.2057610274
2865	0.2057134593
2866	0.2056696884
2867	0.2056258185
2868	0.205566027
2869	0.2055109502
2870	0.2054932306
2871	0.205455931
2872	0.2054339928
2873	0.2053926882
2874	0.2053390474
2875	0.2052936025
2876	0.2052370772
2877	0.2051931946
2878	0.205164267
2879	0.2051235848
2880	0.2050683591
2881	0.2050245583
2882	0.2050044962
2883	0.2049434735
2884	0.2049032589
2885	0.2048725449
2886	0.2048353797
2887	0.2047901196
2888	0.2047502198
2889	0.2047224397
2890	0.2047014751
2891	0.2046748783
2892	0.2046367557
2893	0.2045966909
2894	0.2045729714
2895	0.2045404551
2896	0.2045009338
2897	0.2044470892
2898	0.2044049129
2899	0.2043458311
2900	0.2043075849
2901	0.2042631509
2902	0.2042151992
2903	0.2041641001
2904	0.2041285231
2905	0.204093969
2906	0.2040763255
2907	0.204020657
2908	0.204008491
2909	0.2039865212
2910	0.2039461169
2911	0.2039156185
2912	0.2038554995
2913	0.2038150447
2914	0.2037695987
2915	0.2037303537
2916	0.2036951701
2917	0.2036504158
2918	0.203600423
2919	0.2035810145
2920	0.203547245
2921	0.2035122992
2922	0.203472196
2923	0.2034268691
2924	0.2033847943
2925	0.2033522336
2926	0.2033200562
